"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2022-07-23",4967,"File_Fish",448,"Quail Ridge Lake Access","LOT4967 2022-07-23 Quail Ridge Lake Access","no"
"2022-09-19",1350,"Crab or Crab Meat",194,"Camp Area Fishing","LOT1350 2022-09-19 Camp Area Fishing","no"
"2021-12-12",3737,"Ballon_Fish",362,"Lake Birchwood","LOT3737 2021-12-12 Lake Birchwood","no"
"2021-09-02",7174,"Jumbo Lump Crab MEat",602,"Windmill Pond","LOT7174 2021-09-02 Windmill Pond","yes"
"2022-06-24",1205,"Crab or Crab Meat",184,"Pond Area Fishing","LOT1205 2022-06-24 Pond Area Fishing","no"
"2022-01-14",3248,"Angel_Fish",327,"Lake Birchwood","LOT3248 2022-01-14 Lake Birchwood","no"
"2021-11-14",7867,"Lump Crab Meat",651,"Silver Lake Regional Park","LOT7867 2021-11-14 Silver Lake Regional Park","yes"
"2022-08-17",5443,"Frog_fish",481,"Beaverdam Creek","LOT5443 2022-08-17 Beaverdam Creek","no"
"2021-12-27",997,"Shrimp",170,"Pond Area Fishing","LOT997 2021-12-27 Pond Area Fishing","no"
"2023-02-03",1936,"Lobster",235,"Scout high point fishing","LOT1936 2023-02-03 Scout high point fishing","no"
"2022-06-22",2661,"White_Fish",286,"Feild Point Fishing","LOT2661 2022-06-22 Feild Point Fishing","no"
"2022-03-07",3496,"Angel_Fish",345,"Lake Birchwood","LOT3496 2022-03-07 Lake Birchwood","no"
"2022-08-29",806,"Shrimp",156,"Pond Area Fishing","LOT806 2022-08-29 Pond Area Fishing","no"
"2022-10-19",4834,"File_Fish",438,"Quail Ridge Lake Access","LOT4834 2022-10-19 Quail Ridge Lake Access","no"
"2022-01-24",9659,"Item",776,"Tippecanoe Lake","LOT9659 2022-01-24 Tippecanoe Lake","yes"
"2023-01-04",5546,"Frog_fish",488,"Beaverdam Creek","LOT5546 2023-01-04 Beaverdam Creek","no"
"2022-07-05",4349,"Cat_Fish",404,"DragonFLy Park","LOT4349 2022-07-05 DragonFLy Park","no"
"2021-12-04",3681,"Angel_Fish",358,"Lake Birchwood","LOT3681 2021-12-04 Lake Birchwood","no"
"2022-01-28",6953,"Jumbo Lump Crab MEat",587,"Windmill Pond","LOT6953 2022-01-28 Windmill Pond","no"
"2022-12-24",8794,"Claws Crab Meat",716,"Aldred Pond","LOT8794 2022-12-24 Aldred Pond","yes"
"2023-01-06",4529,"Cat_Fish",417,"Quail Ridge Lake Access","LOT4529 2023-01-06 Quail Ridge Lake Access","no"
"2021-08-21",5289,"Frog_fish",470,"Beaverdam Creek","LOT5289 2021-08-21 Beaverdam Creek","no"
"2022-03-26",3718,"Ballon_Fish",360,"Lake Birchwood","LOT3718 2022-03-26 Lake Birchwood","no"
"2023-01-15",403,"Salmon",128,"Outshore Fishing Area","LOT403 2023-01-15 Outshore Fishing Area","no"
"2022-10-07",6429,"Red_Snaper_Fish",550,"Horsepen Pond","LOT6429 2022-10-07 Horsepen Pond","no"
"2022-06-15",5534,"Frog_fish",487,"Beaverdam Creek","LOT5534 2022-06-15 Beaverdam Creek","no"
"2022-12-17",9455,"COLOSSAL LUMP crab Meat",762,"Tippecanoe Lake","LOT9455 2022-12-17 Tippecanoe Lake","yes"
"2022-02-01",9541,"Item",768,"Tippecanoe Lake","LOT9541 2022-02-01 Tippecanoe Lake","yes"
"2023-01-22",498,"Salmon",135,"Outshore Fishing Area","LOT498 2023-01-22 Outshore Fishing Area","no"
"2022-04-29",9541,"Item",768,"Tippecanoe Lake","LOT9541 2022-04-29 Tippecanoe Lake","yes"
"2021-07-21",9521,"Item",766,"Tippecanoe Lake","LOT9521 2021-07-21 Tippecanoe Lake","yes"
"2022-06-25",8914,"Claws Crab Meat",724,"Aldred Pond","LOT8914 2022-06-25 Aldred Pond","yes"
"2022-05-04",8142,"Cocktail Claws Carb Meat",670,"Fishing Pier","LOT8142 2022-05-04 Fishing Pier","yes"
"2022-01-30",5224,"File_Fish",466,"Beaverdam Creek","LOT5224 2022-01-30 Beaverdam Creek","no"
"2021-10-14",9278,"COLOSSAL LUMP crab Meat",749,"Aldred Pond","LOT9278 2021-10-14 Aldred Pond","yes"
"2023-01-11",8196,"Cocktail Claws Carb Meat",674,"Fishing Pier","LOT8196 2023-01-11 Fishing Pier","yes"
"2022-12-05",2931,"White_Fish",305,"Feild Point Fishing","LOT2931 2022-12-05 Feild Point Fishing","no"
"2021-09-15",1760,"Lobster",223,"Camp Area Fishing","LOT1760 2021-09-15 Camp Area Fishing","no"
"2022-08-15",2865,"White_Fish",301,"Feild Point Fishing","LOT2865 2022-08-15 Feild Point Fishing","no"
"2021-09-26",5230,"File_Fish",466,"Beaverdam Creek","LOT5230 2021-09-26 Beaverdam Creek","no"
"2021-08-28",9347,"COLOSSAL LUMP crab Meat",754,"Aldred Pond","LOT9347 2021-08-28 Aldred Pond","yes"
"2022-03-19",9377,"COLOSSAL LUMP crab Meat",756,"Tippecanoe Lake","LOT9377 2022-03-19 Tippecanoe Lake","yes"
"2022-02-18",8938,"Claws Crab Meat",726,"Aldred Pond","LOT8938 2022-02-18 Aldred Pond","yes"
"2022-09-02",9452,"COLOSSAL LUMP crab Meat",762,"Tippecanoe Lake","LOT9452 2022-09-02 Tippecanoe Lake","yes"
"2022-10-24",7607,"Lump Crab Meat",632,"Silver Lake Regional Park","LOT7607 2022-10-24 Silver Lake Regional Park","yes"
"2021-12-15",1916,"Lobster",234,"Scout high point fishing","LOT1916 2021-12-15 Scout high point fishing","no"
"2022-06-01",5020,"File_Fish",451,"Beaverdam Creek","LOT5020 2022-06-01 Beaverdam Creek","no"
"2021-09-03",6078,"Gold Fish",525,"Bullfrog Fishing Hole","LOT6078 2021-09-03 Bullfrog Fishing Hole","no"
"2021-10-24",7451,"Lump Crab Meat",622,"Windmill Pond","LOT7451 2021-10-24 Windmill Pond","yes"
"2022-02-28",9019,"COLOSSAL LUMP crab Meat",731,"Aldred Pond","LOT9019 2022-02-28 Aldred Pond","yes"
"2022-10-23",4073,"Ballon_Fish",385,"DragonFLy Park","LOT4073 2022-10-23 DragonFLy Park","no"
"2022-03-29",8819,"Claws Crab Meat",717,"Aldred Pond","LOT8819 2022-03-29 Aldred Pond","yes"
"2022-11-12",6008,"Gold Fish",521,"Bullfrog Fishing Hole","LOT6008 2022-11-12 Bullfrog Fishing Hole","no"
"2022-03-06",535,"Shrimp",137,"Outshore Fishing Area","LOT535 2022-03-06 Outshore Fishing Area","no"
"2021-10-11",1840,"Lobster",229,"Camp Area Fishing","LOT1840 2021-10-11 Camp Area Fishing","no"
"2022-01-20",3574,"Angel_Fish",350,"Lake Birchwood","LOT3574 2022-01-20 Lake Birchwood","no"
"2022-07-04",4844,"File_Fish",439,"Quail Ridge Lake Access","LOT4844 2022-07-04 Quail Ridge Lake Access","no"
"2022-10-02",1720,"Lobster",220,"Camp Area Fishing","LOT1720 2022-10-02 Camp Area Fishing","no"
"2022-09-04",1084,"Crab or Crab Meat",176,"Pond Area Fishing","LOT1084 2022-09-04 Pond Area Fishing","no"
"2022-06-11",5444,"Frog_fish",481,"Beaverdam Creek","LOT5444 2022-06-11 Beaverdam Creek","no"
"2022-10-23",9121,"COLOSSAL LUMP crab Meat",738,"Aldred Pond","LOT9121 2022-10-23 Aldred Pond","yes"
"2022-10-26",4187,"Ballon_Fish",393,"DragonFLy Park","LOT4187 2022-10-26 DragonFLy Park","no"
"2022-12-22",9406,"COLOSSAL LUMP crab Meat",758,"Tippecanoe Lake","LOT9406 2022-12-22 Tippecanoe Lake","yes"
"2022-12-09",6660,"Red_Snaper_Fish",566,"Horsepen Pond","LOT6660 2022-12-09 Horsepen Pond","no"
"2021-08-29",7441,"Lump Crab Meat",621,"Windmill Pond","LOT7441 2021-08-29 Windmill Pond","yes"
"2021-10-21",4186,"Ballon_Fish",393,"DragonFLy Park","LOT4186 2021-10-21 DragonFLy Park","no"
"2021-09-04",563,"Shrimp",139,"Outshore Fishing Area","LOT563 2021-09-04 Outshore Fishing Area","no"
"2022-06-04",3593,"Angel_Fish",351,"Lake Birchwood","LOT3593 2022-06-04 Lake Birchwood","no"
"2022-11-22",4382,"Cat_Fish",407,"Quail Ridge Lake Access","LOT4382 2022-11-22 Quail Ridge Lake Access","no"
"2022-02-03",6757,"Red_Snaper_Fish",573,"Horsepen Pond","LOT6757 2022-02-03 Horsepen Pond","no"
"2023-03-14",5324,"Frog_fish",473,"Beaverdam Creek","LOT5324 2023-03-14 Beaverdam Creek","no"
"2022-05-13",6855,"Jumbo Lump Crab MEat",580,"Horsepen Pond","LOT6855 2022-05-13 Horsepen Pond","no"
"2022-10-17",9012,"COLOSSAL LUMP crab Meat",731,"Aldred Pond","LOT9012 2022-10-17 Aldred Pond","yes"
"2023-02-08",1595,"Lobster",212,"Camp Area Fishing","LOT1595 2023-02-08 Camp Area Fishing","no"
"2022-11-21",6853,"Jumbo Lump Crab MEat",580,"Horsepen Pond","LOT6853 2022-11-21 Horsepen Pond","no"
"2021-10-15",9706,"Item",779,"Tippecanoe Lake","LOT9706 2021-10-15 Tippecanoe Lake","yes"
"2021-11-03",1718,"Lobster",220,"Camp Area Fishing","LOT1718 2021-11-03 Camp Area Fishing","no"
"2021-10-24",4030,"Ballon_Fish",382,"DragonFLy Park","LOT4030 2021-10-24 DragonFLy Park","no"
"2022-09-15",7260,"Jumbo Lump Crab MEat",608,"Windmill Pond","LOT7260 2022-09-15 Windmill Pond","yes"
"2022-06-25",6467,"Red_Snaper_Fish",553,"Horsepen Pond","LOT6467 2022-06-25 Horsepen Pond","no"
"2022-06-08",8571,"Claws Crab Meat",700,"Fishing Pier","LOT8571 2022-06-08 Fishing Pier","yes"
"2022-08-07",2441,"Tuna",271,"Scout high point fishing","LOT2441 2022-08-07 Scout high point fishing","no"
"2022-02-15",6594,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6594 2022-02-15 Horsepen Pond","no"
"2023-02-14",4435,"Cat_Fish",410,"Quail Ridge Lake Access","LOT4435 2023-02-14 Quail Ridge Lake Access","no"
"2023-03-01",7193,"Jumbo Lump Crab MEat",603,"Windmill Pond","LOT7193 2023-03-01 Windmill Pond","yes"
"2021-12-25",1629,"Lobster",214,"Camp Area Fishing","LOT1629 2021-12-25 Camp Area Fishing","no"
"2022-08-12",2830,"White_Fish",298,"Feild Point Fishing","LOT2830 2022-08-12 Feild Point Fishing","no"
"2021-08-09",9936,"Item",796,"Tippecanoe Lake","LOT9936 2021-08-09 Tippecanoe Lake","yes"
"2021-08-28",512,"Salmon",136,"Outshore Fishing Area","LOT512 2021-08-28 Outshore Fishing Area","no"
"2022-03-23",200,"Salmon",114,"Outshore Fishing Area","LOT200 2022-03-23 Outshore Fishing Area","no"
"2021-08-21",1604,"Lobster",212,"Camp Area Fishing","LOT1604 2021-08-21 Camp Area Fishing","no"
"2023-02-12",1577,"Crab or Crab Meat",210,"Camp Area Fishing","LOT1577 2023-02-12 Camp Area Fishing","no"
"2022-11-20",5211,"File_Fish",465,"Beaverdam Creek","LOT5211 2022-11-20 Beaverdam Creek","no"
"2021-07-21",8849,"Claws Crab Meat",719,"Aldred Pond","LOT8849 2021-07-21 Aldred Pond","yes"
"2022-03-14",7437,"Lump Crab Meat",621,"Windmill Pond","LOT7437 2022-03-14 Windmill Pond","yes"
"2023-03-16",1472,"Crab or Crab Meat",203,"Camp Area Fishing","LOT1472 2023-03-16 Camp Area Fishing","no"
"2023-03-05",9742,"Item",782,"Tippecanoe Lake","LOT9742 2023-03-05 Tippecanoe Lake","yes"
"2022-03-18",5593,"Frog_fish",491,"Beaverdam Creek","LOT5593 2022-03-18 Beaverdam Creek","no"
"2022-10-05",3944,"Ballon_Fish",376,"DragonFLy Park","LOT3944 2022-10-05 DragonFLy Park","no"
"2022-10-06",8337,"Cocktail Claws Carb Meat",684,"Fishing Pier","LOT8337 2022-10-06 Fishing Pier","yes"
"2022-04-23",2758,"White_Fish",293,"Feild Point Fishing","LOT2758 2022-04-23 Feild Point Fishing","no"
"2022-09-05",3431,"Angel_Fish",340,"Lake Birchwood","LOT3431 2022-09-05 Lake Birchwood","no"
"2023-02-21",9162,"COLOSSAL LUMP crab Meat",741,"Aldred Pond","LOT9162 2023-02-21 Aldred Pond","yes"
"2022-02-12",4650,"Cat_Fish",425,"Quail Ridge Lake Access","LOT4650 2022-02-12 Quail Ridge Lake Access","no"
"2022-04-30",6544,"Red_Snaper_Fish",558,"Horsepen Pond","LOT6544 2022-04-30 Horsepen Pond","no"
"2021-08-02",5747,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5747 2021-08-02 Bullfrog Fishing Hole","no"
"2022-06-28",3534,"Angel_Fish",347,"Lake Birchwood","LOT3534 2022-06-28 Lake Birchwood","no"
"2021-07-20",3802,"Ballon_Fish",366,"DragonFLy Park","LOT3802 2021-07-20 DragonFLy Park","no"
"2023-01-02",1669,"Lobster",217,"Camp Area Fishing","LOT1669 2023-01-02 Camp Area Fishing","no"
"2021-09-27",4791,"File_Fish",435,"Quail Ridge Lake Access","LOT4791 2021-09-27 Quail Ridge Lake Access","no"
"2022-08-09",2305,"Tuna",261,"Scout high point fishing","LOT2305 2022-08-09 Scout high point fishing","no"
"2023-02-28",2134,"Tuna",249,"Scout high point fishing","LOT2134 2023-02-28 Scout high point fishing","no"
"2021-07-23",8357,"Cocktail Claws Carb Meat",685,"Fishing Pier","LOT8357 2021-07-23 Fishing Pier","yes"
"2023-03-15",9019,"COLOSSAL LUMP crab Meat",731,"Aldred Pond","LOT9019 2023-03-15 Aldred Pond","yes"
"2021-08-31",1149,"Crab or Crab Meat",180,"Pond Area Fishing","LOT1149 2021-08-31 Pond Area Fishing","no"
"2022-11-12",5068,"File_Fish",455,"Beaverdam Creek","LOT5068 2022-11-12 Beaverdam Creek","no"
"2021-10-12",7387,"Lump Crab Meat",617,"Windmill Pond","LOT7387 2021-10-12 Windmill Pond","yes"
"2022-10-03",5777,"Frog_fish",504,"Bullfrog Fishing Hole","LOT5777 2022-10-03 Bullfrog Fishing Hole","no"
"2022-08-14",3678,"Angel_Fish",357,"Lake Birchwood","LOT3678 2022-08-14 Lake Birchwood","no"
"2022-05-01",6176,"Gold Fish",532,"Bullfrog Fishing Hole","LOT6176 2022-05-01 Bullfrog Fishing Hole","no"
"2021-07-16",8253,"Cocktail Claws Carb Meat",678,"Fishing Pier","LOT8253 2021-07-16 Fishing Pier","yes"
"2021-08-01",6808,"Red_Snaper_Fish",577,"Horsepen Pond","LOT6808 2021-08-01 Horsepen Pond","no"
"2021-07-30",2164,"Tuna",251,"Scout high point fishing","LOT2164 2021-07-30 Scout high point fishing","no"
"2022-12-10",2917,"White_Fish",304,"Feild Point Fishing","LOT2917 2022-12-10 Feild Point Fishing","no"
"2021-11-16",5192,"File_Fish",463,"Beaverdam Creek","LOT5192 2021-11-16 Beaverdam Creek","no"
"2021-07-30",5471,"Frog_fish",483,"Beaverdam Creek","LOT5471 2021-07-30 Beaverdam Creek","no"
"2022-12-13",8266,"Cocktail Claws Carb Meat",679,"Fishing Pier","LOT8266 2022-12-13 Fishing Pier","yes"
"2021-10-11",3080,"White_Fish",316,"Feild Point Fishing","LOT3080 2021-10-11 Feild Point Fishing","no"
"2022-09-28",2295,"Tuna",261,"Scout high point fishing","LOT2295 2022-09-28 Scout high point fishing","no"
"2022-03-14",6109,"Gold Fish",528,"Bullfrog Fishing Hole","LOT6109 2022-03-14 Bullfrog Fishing Hole","no"
"2021-11-01",8890,"Claws Crab Meat",722,"Aldred Pond","LOT8890 2021-11-01 Aldred Pond","yes"
"2021-11-27",1468,"Crab or Crab Meat",203,"Camp Area Fishing","LOT1468 2021-11-27 Camp Area Fishing","no"
"2022-06-26",7376,"Lump Crab Meat",616,"Windmill Pond","LOT7376 2022-06-26 Windmill Pond","yes"
"2023-02-07",8077,"Cocktail Claws Carb Meat",665,"Silver Lake Regional Park","LOT8077 2023-02-07 Silver Lake Regional Park","yes"
"2022-05-01",3331,"Angel_Fish",333,"Lake Birchwood","LOT3331 2022-05-01 Lake Birchwood","no"
"2023-03-07",7268,"Jumbo Lump Crab MEat",609,"Windmill Pond","LOT7268 2023-03-07 Windmill Pond","yes"
"2021-08-12",526,"Salmon",137,"Outshore Fishing Area","LOT526 2021-08-12 Outshore Fishing Area","no"
"2021-08-22",9121,"COLOSSAL LUMP crab Meat",738,"Aldred Pond","LOT9121 2021-08-22 Aldred Pond","yes"
"2023-02-07",1862,"Lobster",230,"Camp Area Fishing","LOT1862 2023-02-07 Camp Area Fishing","no"
"2022-02-19",8712,"Claws Crab Meat",710,"Fishing Pier","LOT8712 2022-02-19 Fishing Pier","yes"
"2022-07-16",7352,"Jumbo Lump Crab MEat",615,"Windmill Pond","LOT7352 2022-07-16 Windmill Pond","yes"
"2022-02-13",5445,"Frog_fish",481,"Beaverdam Creek","LOT5445 2022-02-13 Beaverdam Creek","no"
"2021-11-11",2581,"Tuna",281,"Feild Point Fishing","LOT2581 2021-11-11 Feild Point Fishing","no"
"2022-03-09",3135,"White_Fish",319,"Lake Birchwood","LOT3135 2022-03-09 Lake Birchwood","no"
"2022-03-31",8803,"Claws Crab Meat",716,"Aldred Pond","LOT8803 2022-03-31 Aldred Pond","yes"
"2022-11-04",8690,"Claws Crab Meat",708,"Fishing Pier","LOT8690 2022-11-04 Fishing Pier","yes"
"2022-09-25",2913,"White_Fish",304,"Feild Point Fishing","LOT2913 2022-09-25 Feild Point Fishing","no"
"2022-06-19",7345,"Jumbo Lump Crab MEat",614,"Windmill Pond","LOT7345 2022-06-19 Windmill Pond","yes"
"2021-09-13",9149,"COLOSSAL LUMP crab Meat",740,"Aldred Pond","LOT9149 2021-09-13 Aldred Pond","yes"
"2022-03-14",3250,"Angel_Fish",327,"Lake Birchwood","LOT3250 2022-03-14 Lake Birchwood","no"
"2021-10-02",4503,"Cat_Fish",415,"Quail Ridge Lake Access","LOT4503 2021-10-02 Quail Ridge Lake Access","no"
"2022-10-10",5338,"Frog_fish",474,"Beaverdam Creek","LOT5338 2022-10-10 Beaverdam Creek","no"
"2022-08-19",1217,"Crab or Crab Meat",185,"Pond Area Fishing","LOT1217 2022-08-19 Pond Area Fishing","no"
"2022-01-25",877,"Shrimp",161,"Pond Area Fishing","LOT877 2022-01-25 Pond Area Fishing","no"
"2022-10-14",5408,"Frog_fish",478,"Beaverdam Creek","LOT5408 2022-10-14 Beaverdam Creek","no"
"2022-03-12",7812,"Lump Crab Meat",647,"Silver Lake Regional Park","LOT7812 2022-03-12 Silver Lake Regional Park","yes"
"2023-01-17",3301,"Angel_Fish",331,"Lake Birchwood","LOT3301 2023-01-17 Lake Birchwood","no"
"2021-09-23",3393,"Angel_Fish",337,"Lake Birchwood","LOT3393 2021-09-23 Lake Birchwood","no"
"2023-03-02",1457,"Crab or Crab Meat",202,"Camp Area Fishing","LOT1457 2023-03-02 Camp Area Fishing","no"
"2022-02-22",702,"Shrimp",149,"Pond Area Fishing","LOT702 2022-02-22 Pond Area Fishing","no"
"2022-08-25",5300,"Frog_fish",471,"Beaverdam Creek","LOT5300 2022-08-25 Beaverdam Creek","no"
"2022-02-17",8433,"Claws Crab Meat",690,"Fishing Pier","LOT8433 2022-02-17 Fishing Pier","yes"
"2022-02-16",9475,"Item",763,"Tippecanoe Lake","LOT9475 2022-02-16 Tippecanoe Lake","yes"
"2022-11-13",7980,"Cocktail Claws Carb Meat",659,"Silver Lake Regional Park","LOT7980 2022-11-13 Silver Lake Regional Park","yes"
"2023-02-11",2575,"Tuna",280,"Feild Point Fishing","LOT2575 2023-02-11 Feild Point Fishing","no"
"2023-02-13",7638,"Lump Crab Meat",635,"Silver Lake Regional Park","LOT7638 2023-02-13 Silver Lake Regional Park","yes"
"2021-11-12",8628,"Claws Crab Meat",704,"Fishing Pier","LOT8628 2021-11-12 Fishing Pier","yes"
"2021-10-03",7384,"Lump Crab Meat",617,"Windmill Pond","LOT7384 2021-10-03 Windmill Pond","yes"
"2022-03-23",4783,"File_Fish",435,"Quail Ridge Lake Access","LOT4783 2022-03-23 Quail Ridge Lake Access","no"
"2022-03-11",1489,"Crab or Crab Meat",204,"Camp Area Fishing","LOT1489 2022-03-11 Camp Area Fishing","no"
"2021-09-26",2590,"Tuna",281,"Feild Point Fishing","LOT2590 2021-09-26 Feild Point Fishing","no"
"2021-07-18",6350,"Red_Snaper_Fish",544,"Horsepen Pond","LOT6350 2021-07-18 Horsepen Pond","no"
"2022-04-29",3540,"Angel_Fish",348,"Lake Birchwood","LOT3540 2022-04-29 Lake Birchwood","no"
"2021-08-31",37,"Salmon",102,"Outshore Fishing Area","LOT37 2021-08-31 Outshore Fishing Area","no"
"2021-09-16",4454,"Cat_Fish",412,"Quail Ridge Lake Access","LOT4454 2021-09-16 Quail Ridge Lake Access","no"
"2022-09-15",9491,"Item",764,"Tippecanoe Lake","LOT9491 2022-09-15 Tippecanoe Lake","yes"
"2022-07-07",7091,"Jumbo Lump Crab MEat",596,"Windmill Pond","LOT7091 2022-07-07 Windmill Pond","yes"
"2021-10-28",4225,"Cat_Fish",396,"DragonFLy Park","LOT4225 2021-10-28 DragonFLy Park","no"
"2022-10-21",8355,"Cocktail Claws Carb Meat",685,"Fishing Pier","LOT8355 2022-10-21 Fishing Pier","yes"
"2022-08-24",8224,"Cocktail Claws Carb Meat",676,"Fishing Pier","LOT8224 2022-08-24 Fishing Pier","yes"
"2022-08-25",2442,"Tuna",271,"Scout high point fishing","LOT2442 2022-08-25 Scout high point fishing","no"
"2021-12-10",8172,"Cocktail Claws Carb Meat",672,"Fishing Pier","LOT8172 2021-12-10 Fishing Pier","yes"
"2021-10-26",6607,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6607 2021-10-26 Horsepen Pond","no"
"2022-10-29",7776,"Lump Crab Meat",644,"Silver Lake Regional Park","LOT7776 2022-10-29 Silver Lake Regional Park","yes"
"2022-07-11",5335,"Frog_fish",473,"Beaverdam Creek","LOT5335 2022-07-11 Beaverdam Creek","no"
"2022-07-30",8830,"Claws Crab Meat",718,"Aldred Pond","LOT8830 2022-07-30 Aldred Pond","yes"
"2022-01-29",8849,"Claws Crab Meat",719,"Aldred Pond","LOT8849 2022-01-29 Aldred Pond","yes"
"2022-09-27",6744,"Red_Snaper_Fish",572,"Horsepen Pond","LOT6744 2022-09-27 Horsepen Pond","no"
"2021-09-15",6355,"Red_Snaper_Fish",545,"Horsepen Pond","LOT6355 2021-09-15 Horsepen Pond","no"
"2023-03-25",5777,"Frog_fish",504,"Bullfrog Fishing Hole","LOT5777 2023-03-25 Bullfrog Fishing Hole","no"
"2021-09-29",159,"Salmon",111,"Outshore Fishing Area","LOT159 2021-09-29 Outshore Fishing Area","no"
"2021-10-06",9613,"Item",773,"Tippecanoe Lake","LOT9613 2021-10-06 Tippecanoe Lake","yes"
"2022-10-06",7003,"Jumbo Lump Crab MEat",590,"Windmill Pond","LOT7003 2022-10-06 Windmill Pond","yes"
"2022-05-12",528,"Shrimp",137,"Outshore Fishing Area","LOT528 2022-05-12 Outshore Fishing Area","no"
"2023-02-10",8374,"Cocktail Claws Carb Meat",686,"Fishing Pier","LOT8374 2023-02-10 Fishing Pier","yes"
"2022-02-14",3206,"Angel_Fish",324,"Lake Birchwood","LOT3206 2022-02-14 Lake Birchwood","no"
"2022-03-11",3104,"White_Fish",317,"Feild Point Fishing","LOT3104 2022-03-11 Feild Point Fishing","no"
"2021-07-16",1743,"Lobster",222,"Camp Area Fishing","LOT1743 2021-07-16 Camp Area Fishing","no"
"2022-12-21",7002,"Jumbo Lump Crab MEat",590,"Windmill Pond","LOT7002 2022-12-21 Windmill Pond","yes"
"2023-01-06",3891,"Ballon_Fish",372,"DragonFLy Park","LOT3891 2023-01-06 DragonFLy Park","no"
"2022-06-12",4098,"Ballon_Fish",387,"DragonFLy Park","LOT4098 2022-06-12 DragonFLy Park","no"
"2022-07-28",9956,"Item",797,"Tippecanoe Lake","LOT9956 2022-07-28 Tippecanoe Lake","yes"
"2022-06-10",8958,"COLOSSAL LUMP crab Meat",727,"Aldred Pond","LOT8958 2022-06-10 Aldred Pond","yes"
"2022-01-14",3579,"Angel_Fish",350,"Lake Birchwood","LOT3579 2022-01-14 Lake Birchwood","no"
"2022-07-03",5914,"Gold Fish",514,"Bullfrog Fishing Hole","LOT5914 2022-07-03 Bullfrog Fishing Hole","no"
"2022-10-01",3071,"White_Fish",315,"Feild Point Fishing","LOT3071 2022-10-01 Feild Point Fishing","no"
"2021-10-17",8156,"Cocktail Claws Carb Meat",671,"Fishing Pier","LOT8156 2021-10-17 Fishing Pier","yes"
"2021-11-18",9004,"COLOSSAL LUMP crab Meat",730,"Aldred Pond","LOT9004 2021-11-18 Aldred Pond","yes"
"2022-08-30",1928,"Lobster",235,"Scout high point fishing","LOT1928 2022-08-30 Scout high point fishing","no"
"2021-08-08",1710,"Lobster",220,"Camp Area Fishing","LOT1710 2021-08-08 Camp Area Fishing","no"
"2022-08-04",480,"Salmon",134,"Outshore Fishing Area","LOT480 2022-08-04 Outshore Fishing Area","no"
"2022-01-05",632,"Shrimp",144,"Pond Area Fishing","LOT632 2022-01-05 Pond Area Fishing","no"
"2022-10-03",1282,"Crab or Crab Meat",190,"Camp Area Fishing","LOT1282 2022-10-03 Camp Area Fishing","no"
"2021-07-24",1812,"Lobster",227,"Camp Area Fishing","LOT1812 2021-07-24 Camp Area Fishing","no"
"2023-03-09",3034,"White_Fish",312,"Feild Point Fishing","LOT3034 2023-03-09 Feild Point Fishing","no"
"2021-11-18",4597,"Cat_Fish",422,"Quail Ridge Lake Access","LOT4597 2021-11-18 Quail Ridge Lake Access","no"
"2022-08-19",6292,"Gold Fish",540,"Horsepen Pond","LOT6292 2022-08-19 Horsepen Pond","no"
"2021-08-13",297,"Salmon",121,"Outshore Fishing Area","LOT297 2021-08-13 Outshore Fishing Area","no"
"2022-11-25",739,"Shrimp",152,"Pond Area Fishing","LOT739 2022-11-25 Pond Area Fishing","no"
"2022-12-01",3584,"Angel_Fish",351,"Lake Birchwood","LOT3584 2022-12-01 Lake Birchwood","no"
"2022-04-17",1031,"Shrimp",172,"Pond Area Fishing","LOT1031 2022-04-17 Pond Area Fishing","no"
"2022-03-20",8516,"Claws Crab Meat",696,"Fishing Pier","LOT8516 2022-03-20 Fishing Pier","yes"
"2022-01-09",2293,"Tuna",260,"Scout high point fishing","LOT2293 2022-01-09 Scout high point fishing","no"
"2022-05-22",224,"Salmon",116,"Outshore Fishing Area","LOT224 2022-05-22 Outshore Fishing Area","no"
"2022-10-19",1282,"Crab or Crab Meat",190,"Camp Area Fishing","LOT1282 2022-10-19 Camp Area Fishing","no"
"2022-07-29",7349,"Jumbo Lump Crab MEat",614,"Windmill Pond","LOT7349 2022-07-29 Windmill Pond","yes"
"2022-05-13",3354,"Angel_Fish",335,"Lake Birchwood","LOT3354 2022-05-13 Lake Birchwood","no"
"2022-05-16",9698,"Item",779,"Tippecanoe Lake","LOT9698 2022-05-16 Tippecanoe Lake","yes"
"2022-03-16",2035,"Lobster",242,"Scout high point fishing","LOT2035 2022-03-16 Scout high point fishing","no"
"2021-12-12",7246,"Jumbo Lump Crab MEat",607,"Windmill Pond","LOT7246 2021-12-12 Windmill Pond","yes"
"2021-07-14",3357,"Angel_Fish",335,"Lake Birchwood","LOT3357 2021-07-14 Lake Birchwood","no"
"2022-11-21",6596,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6596 2022-11-21 Horsepen Pond","no"
"2022-10-15",2422,"Tuna",269,"Scout high point fishing","LOT2422 2022-10-15 Scout high point fishing","no"
"2022-08-16",6324,"Red_Snaper_Fish",543,"Horsepen Pond","LOT6324 2022-08-16 Horsepen Pond","no"
