"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R4529",61,"LOT4529 2022-06-27_61","2022-07-15","2022-07-15","4529","2022-06-27","IP4529","Kidney-Bean Sprouts",548,653,22,131,"no"
"R4530",51,"LOT4530 2021-12-13_51","2021-12-22","2021-12-23","4530","2021-12-13","IP4530","Wheatgrass Sprouts",494,553,19,111,"no"
"R4531",96,"LOT4531 2022-02-01_96","2022-02-12","2022-02-13","4531","2022-02-01","IP4531","Onion Sprouts",756,1043,35,209,"no"
"R4532",121,"LOT4532 2022-12-04_121","2022-12-28","2022-12-28","4532","2022-12-04","IP4532","Seasame Sprouts",904,1319,44,264,"no"
"R4533",63,"LOT4533 2022-12-16_63","2023-01-09","2023-01-09","4533","2022-12-16","IP4533","Pumpkin Seed Sprouts",562,680,23,136,"no"
"R4534",73,"LOT4534 2021-09-06_73","2021-09-12","2021-09-12","4534","2021-09-06","IP4534","Mustard Sprouts",623,794,27,159,"no"
"R4535",52,"LOT4535 2022-03-26_52","2022-04-08","2022-04-09","4535","2022-03-26","IP4535","Wheatgrass Sprouts",497,558,19,112,"no"
"R4536",7,"LOT4536 2022-12-24_7","2023-01-18","2023-01-18","4536","2022-12-24","IP4536","Alfalfa Sprouts",232,61,3,13,"no"
"R4537",89,"LOT4537 2022-09-22_89","2022-10-13","2022-10-13","4537","2022-09-22","IP4537","Green Lentil Sprouts",714,965,33,193,"no"
"R4538",77,"LOT4538 2022-06-09_77","2022-06-25","2022-06-26","4538","2022-06-09","IP4538","Mustard Sprouts",643,831,28,166,"no"
"R4539",131,"LOT4539 2022-11-27_131","2022-12-21","2022-12-21","4539","2022-11-27","IP4539","Chickpeas Sprouts",956,1418,47,284,"yes"
"R4540",132,"LOT4540 2022-02-05_132","2022-02-17","2022-02-17","4540","2022-02-05","IP4540","Chickpeas Sprouts",963,1431,48,286,"yes"
"R4541",8,"LOT4541 2022-12-31_8","2023-01-25","2023-01-25","4541","2022-12-31","IP4541","Alfalfa Sprouts",240,76,3,16,"no"
"R4542",132,"LOT4542 2022-04-26_132","2022-05-11","2022-05-11","4542","2022-04-26","IP4542","Chickpeas Sprouts",963,1431,48,286,"yes"
"R4543",131,"LOT4543 2021-08-09_131","2021-08-13","2021-08-14","4543","2021-08-09","IP4543","Chickpeas Sprouts",962,1428,48,286,"yes"
"R4544",123,"LOT4544 2022-06-18_123","2022-07-05","2022-07-06","4544","2022-06-18","IP4544","Seasame Sprouts",913,1337,45,268,"no"
"R4545",113,"LOT4545 2022-05-01_113","2022-05-16","2022-05-16","4545","2022-05-01","IP4545","Pea Sprouts",851,1221,41,244,"no"
"R4546",73,"LOT4546 2022-02-03_73","2022-02-15","2022-02-15","4546","2022-02-03","IP4546","Mustard Sprouts",618,784,27,157,"no"
"R4547",128,"LOT4547 2021-10-26_128","2021-11-03","2021-11-04","4547","2021-10-26","IP4547","Seasame Sprouts",942,1392,46,278,"yes"
"R4548",113,"LOT4548 2022-12-21_113","2023-01-14","2023-01-14","4548","2022-12-21","IP4548","Pea Sprouts",856,1230,41,246,"no"
"R4549",41,"LOT4549 2022-11-16_41","2022-12-09","2022-12-09","4549","2022-11-16","IP4549","Brocolli Sprouts",434,440,15,89,"no"
"R4550",25,"LOT4550 2021-09-29_25","2021-10-06","2021-10-07","4550","2021-09-29","IP4550","Red Clover Sprouts",341,265,10,54,"no"
"R4551",40,"LOT4551 2022-08-04_40","2022-08-23","2022-08-23","4551","2022-08-04","IP4551","Brocolli Sprouts",429,430,15,87,"no"
"R4552",73,"LOT4552 2021-10-10_73","2021-10-16","2021-10-17","4552","2021-10-10","IP4552","Mustard Sprouts",618,785,27,157,"no"
"R4553",129,"LOT4553 2021-09-12_129","2021-09-18","2021-09-19","4553","2021-09-12","IP4553","Seasame Sprouts",948,1402,47,280,"yes"
"R4554",129,"LOT4554 2022-03-20_129","2022-04-02","2022-04-02","4554","2022-03-20","IP4554","Chickpeas Sprouts",950,1407,47,281,"yes"
"R4555",123,"LOT4555 2022-02-21_123","2022-03-05","2022-03-06","4555","2022-02-21","IP4555","Seasame Sprouts",915,1341,45,268,"no"
"R4556",130,"LOT4556 2022-08-21_130","2022-09-09","2022-09-10","4556","2022-08-21","IP4556","Chickpeas Sprouts",956,1418,47,284,"yes"
"R4557",105,"LOT4557 2022-10-08_105","2022-10-30","2022-10-30","4557","2022-10-08","IP4557","Sunflower Sprouts",809,1141,38,228,"no"
"R4558",27,"LOT4558 2021-12-22_27","2022-01-01","2022-01-02","4558","2021-12-22","IP4558","Radish Srpouts",353,288,10,58,"no"
"R4559",70,"LOT4559 2022-05-27_70","2022-06-12","2022-06-12","4559","2022-05-27","IP4559","Mustard Sprouts",602,753,26,151,"no"
"R4560",84,"LOT4560 2021-09-18_84","2021-09-24","2021-09-25","4560","2021-09-18","IP4560","Soybean Sprouts",686,912,31,183,"no"
"R4561",103,"LOT4561 2021-11-05_103","2021-11-13","2021-11-13","4561","2021-11-05","IP4561","Onion Sprouts",796,1118,38,224,"no"
"R4562",125,"LOT4562 2022-03-02_125","2022-03-15","2022-03-15","4562","2022-03-02","IP4562","Seasame Sprouts",921,1353,45,271,"yes"
"R4563",57,"LOT4563 2022-10-07_57","2022-10-28","2022-10-29","4563","2022-10-07","IP4563","Kidney-Bean Sprouts",526,612,21,123,"no"
"R4564",122,"LOT4564 2022-03-29_122","2022-04-11","2022-04-12","4564","2022-03-29","IP4564","Seasame Sprouts",905,1323,44,265,"no"
"R4565",83,"LOT4565 2022-10-26_83","2022-11-17","2022-11-18","4565","2022-10-26","IP4565","Soybean Sprouts",681,902,30,181,"no"
"R4566",8,"LOT4566 2022-03-08_8","2022-03-20","2022-03-21","4566","2022-03-08","IP4566","Alfalfa Sprouts",243,81,4,17,"no"
"R4567",26,"LOT4567 2021-10-24_26","2021-10-31","2021-11-01","4567","2021-10-24","IP4567","Red Clover Sprouts",347,277,10,56,"no"
"R4568",50,"LOT4568 2022-01-25_50","2022-02-05","2022-02-06","4568","2022-01-25","IP4568","Wheatgrass Sprouts",486,537,19,108,"no"
"R4569",67,"LOT4569 2022-06-27_67","2022-07-14","2022-07-14","4569","2022-06-27","IP4569","Pumpkin Seed Sprouts",588,727,25,146,"no"
"R4570",25,"LOT4570 2022-09-18_25","2022-10-09","2022-10-09","4570","2022-09-18","IP4570","Red Clover Sprouts",337,259,9,52,"no"
"R4571",16,"LOT4571 2022-08-23_16","2022-09-12","2022-09-12","4571","2022-08-23","IP4571","Mung Bean Sprouts",287,163,6,33,"no"
"R4572",76,"LOT4572 2022-06-05_76","2022-06-21","2022-06-22","4572","2022-06-05","IP4572","Mustard Sprouts",635,817,28,164,"no"
"R4573",126,"LOT4573 2022-10-08_126","2022-10-29","2022-10-29","4573","2022-10-08","IP4573","Seasame Sprouts",930,1368,46,274,"yes"
"R4574",58,"LOT4574 2022-10-10_58","2022-10-31","2022-11-01","4574","2022-10-10","IP4574","Kidney-Bean Sprouts",535,629,22,126,"no"
"R4575",130,"LOT4575 2022-12-02_130","2022-12-26","2022-12-26","4575","2022-12-02","IP4575","Chickpeas Sprouts",952,1411,47,282,"yes"
"R4576",92,"LOT4576 2022-11-20_92","2022-12-13","2022-12-13","4576","2022-11-20","IP4576","Green Lentil Sprouts",733,999,34,200,"no"
"R4577",103,"LOT4577 2021-09-14_103","2021-09-19","2021-09-20","4577","2021-09-14","IP4577","Onion Sprouts",795,1116,37,223,"no"
"R4578",58,"LOT4578 2021-11-02_58","2021-11-10","2021-11-10","4578","2021-11-02","IP4578","Kidney-Bean Sprouts",535,628,22,126,"no"
"R4579",9,"LOT4579 2021-09-19_9","2021-09-25","2021-09-26","4579","2021-09-19","IP4579","Alfalfa Sprouts",245,85,4,18,"no"
"R4580",50,"LOT4580 2022-05-30_50","2022-06-15","2022-06-15","4580","2022-05-30","IP4580","Wheatgrass Sprouts",487,540,19,108,"no"
"R4581",61,"LOT4581 2022-11-04_61","2022-11-26","2022-11-27","4581","2022-11-04","IP4581","Pumpkin Seed Sprouts",550,658,22,132,"no"
"R4582",94,"LOT4582 2022-02-07_94","2022-02-18","2022-02-19","4582","2022-02-07","IP4582","Green Lentil Sprouts",741,1014,34,203,"no"
"R4583",74,"LOT4583 2023-02-16_74","2023-03-14","2023-03-15","4583","2023-02-16","IP4583","Mustard Sprouts",626,799,27,160,"no"
"R4584",95,"LOT4584 2022-05-10_95","2022-05-25","2022-05-26","4584","2022-05-10","IP4584","Green Lentil Sprouts",748,1029,35,206,"no"
"R4585",124,"LOT4585 2022-10-02_124","2022-10-23","2022-10-23","4585","2022-10-02","IP4585","Seasame Sprouts",921,1352,45,270,"yes"
"R4586",23,"LOT4586 2023-01-16_23","2023-02-10","2023-02-10","4586","2023-01-16","IP4586","Red Clover Sprouts",328,240,9,49,"no"
"R4587",95,"LOT4587 2022-11-04_95","2022-11-26","2022-11-26","4587","2022-11-04","IP4587","Green Lentil Sprouts",748,1028,35,206,"no"
"R4588",134,"LOT4588 2021-10-27_134","2021-11-04","2021-11-04","4588","2021-10-27","IP4588","Chickpeas Sprouts",977,1456,49,291,"yes"
"R4589",25,"LOT4589 2021-11-13_25","2021-11-21","2021-11-22","4589","2021-11-13","IP4589","Red Clover Sprouts",337,258,9,52,"no"
"R4590",56,"LOT4590 2021-11-04_56","2021-11-12","2021-11-13","4590","2021-11-04","IP4590","Kidney-Bean Sprouts",522,605,21,121,"no"
"R4591",100,"LOT4591 2022-09-02_100","2022-09-22","2022-09-22","4591","2022-09-02","IP4591","Onion Sprouts",781,1089,37,218,"no"
"R4592",90,"LOT4592 2022-06-19_90","2022-07-05","2022-07-06","4592","2022-06-19","IP4592","Green Lentil Sprouts",717,970,33,194,"no"
"R4593",118,"LOT4593 2022-06-02_118","2022-06-19","2022-06-19","4593","2022-06-02","IP4593","Pea Sprouts",886,1286,43,257,"no"
"R4594",34,"LOT4594 2022-07-28_34","2022-08-16","2022-08-16","4594","2022-07-28","IP4594","Radish Srpouts",395,367,13,74,"no"
"R4595",91,"LOT4595 2022-02-18_91","2022-03-02","2022-03-02","4595","2022-02-18","IP4595","Green Lentil Sprouts",728,989,33,198,"no"
"R4596",62,"LOT4596 2023-01-21_62","2023-02-15","2023-02-15","4596","2023-01-21","IP4596","Pumpkin Seed Sprouts",555,666,23,134,"no"
"R4597",100,"LOT4597 2023-02-04_100","2023-03-02","2023-03-02","4597","2023-02-04","IP4597","Onion Sprouts",775,1079,36,216,"no"
"R4598",23,"LOT4598 2022-01-01_23","2022-01-11","2022-01-12","4598","2022-01-01","IP4598","Red Clover Sprouts",330,245,9,50,"no"
"R4599",40,"LOT4599 2022-08-02_40","2022-08-21","2022-08-21","4599","2022-08-02","IP4599","Brocolli Sprouts",426,425,15,86,"no"
"R4600",137,"LOT4600 2021-08-26_137","2021-08-31","2021-09-01","4600","2021-08-26","IP4600","Chickpeas Sprouts",995,1490,50,298,"yes"
"R4601",8,"LOT4601 2021-09-13_8","2021-09-19","2021-09-20","4601","2021-09-13","IP4601","Alfalfa Sprouts",241,78,4,16,"no"
"R4602",4,"LOT4602 2022-03-23_4","2022-04-06","2022-04-06","4602","2022-03-23","IP4602","Alfalfa Sprouts",216,31,2,7,"no"
"R4603",23,"LOT4603 2021-09-06_23","2021-09-11","2021-09-12","4603","2021-09-06","IP4603","Red Clover Sprouts",328,241,9,49,"no"
"R4604",23,"LOT4604 2023-01-19_23","2023-02-14","2023-02-14","4604","2023-01-19","IP4604","Red Clover Sprouts",326,237,9,48,"no"
"R4605",72,"LOT4605 2022-11-02_72","2022-11-24","2022-11-25","4605","2022-11-02","IP4605","Mustard Sprouts",617,782,27,157,"no"
"R4606",122,"LOT4606 2021-08-09_122","2021-08-13","2021-08-14","4606","2021-08-09","IP4606","Seasame Sprouts",908,1327,44,266,"no"
"R4607",103,"LOT4607 2022-03-15_103","2022-03-28","2022-03-29","4607","2022-03-15","IP4607","Onion Sprouts",795,1116,37,223,"no"
"R4608",21,"LOT4608 2023-02-18_21","2023-03-17","2023-03-17","4608","2023-02-18","IP4608","Red Clover Sprouts",318,222,8,45,"no"
"R4609",134,"LOT4609 2023-02-08_134","2023-03-06","2023-03-06","4609","2023-02-08","IP4609","Chickpeas Sprouts",979,1461,49,292,"yes"
"R4610",78,"LOT4610 2022-03-18_78","2022-04-01","2022-04-01","4610","2022-03-18","IP4610","Mustard Sprouts",647,839,28,168,"no"
"R4611",55,"LOT4611 2022-09-21_55","2022-10-12","2022-10-12","4611","2022-09-21","IP4611","Kidney-Bean Sprouts",515,592,20,119,"no"
"R4612",115,"LOT4612 2022-09-22_115","2022-10-13","2022-10-13","4612","2022-09-22","IP4612","Pea Sprouts",867,1251,42,250,"no"
"R4613",39,"LOT4613 2022-04-21_39","2022-05-05","2022-05-06","4613","2022-04-21","IP4613","Brocolli Sprouts",421,414,15,83,"no"
"R4614",48,"LOT4614 2022-08-24_48","2022-09-12","2022-09-12","4614","2022-08-24","IP4614","Wheatgrass Sprouts",474,515,18,104,"no"
"R4615",127,"LOT4615 2023-01-28_127","2023-02-23","2023-02-23","4615","2023-01-28","IP4615","Seasame Sprouts",933,1374,46,275,"yes"
"R4616",65,"LOT4616 2022-02-15_65","2022-02-27","2022-02-28","4616","2022-02-15","IP4616","Pumpkin Seed Sprouts",572,698,24,140,"no"
"R4617",91,"LOT4617 2022-04-28_91","2022-05-13","2022-05-13","4617","2022-04-28","IP4617","Green Lentil Sprouts",724,982,33,197,"no"
"R4618",80,"LOT4618 2021-08-20_80","2021-08-25","2021-08-25","4618","2021-08-20","IP4618","Soybean Sprouts",660,862,29,173,"no"
"R4619",49,"LOT4619 2022-06-21_49","2022-07-08","2022-07-09","4619","2022-06-21","IP4619","Wheatgrass Sprouts",483,531,18,107,"no"
"R4620",53,"LOT4620 2021-08-08_53","2021-08-12","2021-08-13","4620","2021-08-08","IP4620","Kidney-Bean Sprouts",504,571,20,115,"no"
"R4621",24,"LOT4621 2022-12-12_24","2023-01-05","2023-01-05","4621","2022-12-12","IP4621","Red Clover Sprouts",333,251,9,51,"no"
"R4622",67,"LOT4622 2021-10-10_67","2021-10-17","2021-10-18","4622","2021-10-10","IP4622","Pumpkin Seed Sprouts",583,719,24,144,"no"
"R4623",33,"LOT4623 2022-07-30_33","2022-08-17","2022-08-18","4623","2022-07-30","IP4623","Radish Srpouts",384,346,12,70,"no"
"R4624",30,"LOT4624 2023-02-03_30","2023-03-01","2023-03-01","4624","2023-02-03","IP4624","Radish Srpouts",371,321,11,65,"no"
"R4625",115,"LOT4625 2021-08-10_115","2021-08-15","2021-08-16","4625","2021-08-10","IP4625","Pea Sprouts",869,1254,42,251,"no"
"R4626",125,"LOT4626 2023-02-17_125","2023-03-15","2023-03-15","4626","2023-02-17","IP4626","Seasame Sprouts",922,1353,45,271,"yes"
"R4627",17,"LOT4627 2021-09-16_17","2021-09-21","2021-09-22","4627","2021-09-16","IP4627","Mung Bean Sprouts",292,173,7,35,"no"
"R4628",70,"LOT4628 2022-10-26_70","2022-11-17","2022-11-17","4628","2022-10-26","IP4628","Mustard Sprouts",605,761,26,153,"no"
"R4629",102,"LOT4629 2021-10-24_102","2021-11-01","2021-11-01","4629","2021-10-24","IP4629","Onion Sprouts",791,1108,37,222,"no"
"R4630",80,"LOT4630 2022-09-19_80","2022-10-09","2022-10-10","4630","2022-09-19","IP4630","Soybean Sprouts",662,867,29,174,"no"
"R4631",51,"LOT4631 2022-08-04_51","2022-08-22","2022-08-23","4631","2022-08-04","IP4631","Wheatgrass Sprouts",494,552,19,111,"no"
"R4632",86,"LOT4632 2022-04-28_86","2022-05-13","2022-05-13","4632","2022-04-28","IP4632","Soybean Sprouts",694,927,31,186,"no"
"R4633",114,"LOT4633 2021-08-04_114","2021-08-08","2021-08-09","4633","2021-08-04","IP4633","Pea Sprouts",860,1238,41,248,"no"
"R4634",94,"LOT4634 2021-08-19_94","2021-08-24","2021-08-25","4634","2021-08-19","IP4634","Green Lentil Sprouts",745,1022,34,205,"no"
"R4635",31,"LOT4635 2021-08-17_31","2021-08-22","2021-08-23","4635","2021-08-17","IP4635","Radish Srpouts",373,325,12,66,"no"
"R4636",41,"LOT4636 2022-11-21_41","2022-12-14","2022-12-15","4636","2022-11-21","IP4636","Brocolli Sprouts",433,438,15,88,"no"
"R4637",72,"LOT4637 2021-11-26_72","2021-12-05","2021-12-05","4637","2021-11-26","IP4637","Mustard Sprouts",615,779,26,156,"no"
"R4638",76,"LOT4638 2021-08-17_76","2021-08-22","2021-08-22","4638","2021-08-17","IP4638","Mustard Sprouts",638,821,28,165,"no"
"R4639",114,"LOT4639 2022-11-23_114","2022-12-17","2022-12-17","4639","2022-11-23","IP4639","Pea Sprouts",861,1240,42,248,"no"
"R4640",43,"LOT4640 2021-10-23_43","2021-10-30","2021-10-31","4640","2021-10-23","IP4640","Brocolli Sprouts",446,463,16,93,"no"
"R4641",32,"LOT4641 2022-09-14_32","2022-10-04","2022-10-05","4641","2022-09-14","IP4641","Radish Srpouts",384,345,12,70,"no"
"R4642",85,"LOT4642 2022-03-15_85","2022-03-28","2022-03-29","4642","2022-03-15","IP4642","Soybean Sprouts",689,917,31,184,"no"
"R4643",123,"LOT4643 2021-11-12_123","2021-11-20","2021-11-21","4643","2021-11-12","IP4643","Seasame Sprouts",911,1334,45,267,"no"
"R4644",21,"LOT4644 2021-12-06_21","2021-12-15","2021-12-16","4644","2021-12-06","IP4644","Red Clover Sprouts",317,221,8,45,"no"
"R4645",102,"LOT4645 2022-06-19_102","2022-07-06","2022-07-07","4645","2022-06-19","IP4645","Onion Sprouts",790,1107,37,222,"no"
"R4646",112,"LOT4646 2023-01-14_112","2023-02-09","2023-02-09","4646","2023-01-14","IP4646","Sunflower Sprouts",846,1212,41,243,"no"
"R4647",47,"LOT4647 2022-04-29_47","2022-05-14","2022-05-14","4647","2022-04-29","IP4647","Wheatgrass Sprouts",466,500,17,101,"no"
"R4648",101,"LOT4648 2023-02-10_101","2023-03-08","2023-03-08","4648","2023-02-10","IP4648","Onion Sprouts",781,1090,37,218,"no"
"R4649",8,"LOT4649 2021-08-28_8","2021-09-03","2021-09-03","4649","2021-08-28","IP4649","Alfalfa Sprouts",242,80,4,17,"no"
"R4650",126,"LOT4650 2021-09-07_126","2021-09-12","2021-09-13","4650","2021-09-07","IP4650","Seasame Sprouts",930,1368,46,274,"yes"
"R4651",27,"LOT4651 2023-01-15_27","2023-02-09","2023-02-09","4651","2023-01-15","IP4651","Red Clover Sprouts",349,280,10,57,"no"
"R4652",120,"LOT4652 2022-02-22_120","2022-03-06","2022-03-07","4652","2022-02-22","IP4652","Pea Sprouts",897,1307,44,261,"no"
"R4653",102,"LOT4653 2022-07-08_102","2022-07-25","2022-07-26","4653","2022-07-08","IP4653","Onion Sprouts",788,1103,37,221,"no"
"R4654",76,"LOT4654 2022-02-16_76","2022-02-28","2022-03-01","4654","2022-02-16","IP4654","Mustard Sprouts",636,817,28,164,"no"
"R4655",36,"LOT4655 2021-11-21_36","2021-11-30","2021-12-01","4655","2021-11-21","IP4655","Brocolli Sprouts",406,388,14,78,"no"
"R4656",44,"LOT4656 2022-03-11_44","2022-03-24","2022-03-24","4656","2022-03-11","IP4656","Wheatgrass Sprouts",451,471,16,95,"no"
"R4657",122,"LOT4657 2022-03-31_122","2022-04-14","2022-04-14","4657","2022-03-31","IP4657","Seasame Sprouts",904,1321,44,264,"no"
"R4658",120,"LOT4658 2022-10-18_120","2022-11-09","2022-11-09","4658","2022-10-18","IP4658","Pea Sprouts",895,1304,44,261,"no"
"R4659",41,"LOT4659 2022-09-12_41","2022-10-02","2022-10-03","4659","2022-09-12","IP4659","Brocolli Sprouts",433,438,15,88,"no"
"R4660",102,"LOT4660 2022-06-13_102","2022-06-29","2022-06-30","4660","2022-06-13","IP4660","Onion Sprouts",788,1102,37,221,"no"
"R4661",126,"LOT4661 2021-09-27_126","2021-10-04","2021-10-05","4661","2021-09-27","IP4661","Seasame Sprouts",932,1372,46,275,"yes"
"R4662",46,"LOT4662 2022-03-15_46","2022-03-28","2022-03-28","4662","2022-03-15","IP4662","Wheatgrass Sprouts",460,488,17,98,"no"
"R4663",63,"LOT4663 2021-10-15_63","2021-10-22","2021-10-23","4663","2021-10-15","IP4663","Pumpkin Seed Sprouts",560,676,23,136,"no"
"R4664",74,"LOT4664 2022-09-25_74","2022-10-16","2022-10-16","4664","2022-09-25","IP4664","Mustard Sprouts",627,801,27,161,"no"
"R4665",18,"LOT4665 2022-08-08_18","2022-08-27","2022-08-28","4665","2022-08-08","IP4665","Mung Bean Sprouts",297,183,7,37,"no"
"R4666",13,"LOT4666 2022-01-30_13","2022-02-10","2022-02-11","4666","2022-01-30","IP4666","Mung Bean Sprouts",270,132,5,27,"no"
"R4667",75,"LOT4667 2022-09-29_75","2022-10-20","2022-10-20","4667","2022-09-29","IP4667","Mustard Sprouts",633,812,27,163,"no"
"R4668",108,"LOT4668 2022-03-13_108","2022-03-26","2022-03-27","4668","2022-03-13","IP4668","Sunflower Sprouts",825,1172,39,235,"no"
"R4669",46,"LOT4669 2022-12-26_46","2023-01-20","2023-01-20","4669","2022-12-26","IP4669","Wheatgrass Sprouts",464,496,17,100,"no"
"R4670",47,"LOT4670 2021-10-07_47","2021-10-13","2021-10-14","4670","2021-10-07","IP4670","Wheatgrass Sprouts",471,510,18,102,"no"
"R4671",21,"LOT4671 2023-02-05_21","2023-03-03","2023-03-03","4671","2023-02-05","IP4671","Red Clover Sprouts",317,219,8,45,"no"
"R4672",11,"LOT4672 2022-02-25_11","2022-03-09","2022-03-09","4672","2022-02-25","IP4672","Mung Bean Sprouts",256,106,4,22,"no"
"R4673",74,"LOT4673 2022-08-14_74","2022-09-02","2022-09-02","4673","2022-08-14","IP4673","Mustard Sprouts",624,795,27,159,"no"
"R4674",117,"LOT4674 2022-02-20_117","2022-03-04","2022-03-05","4674","2022-02-20","IP4674","Pea Sprouts",875,1265,42,253,"no"
"R4675",131,"LOT4675 2022-02-18_131","2022-03-03","2022-03-03","4675","2022-02-18","IP4675","Chickpeas Sprouts",958,1421,47,284,"yes"
"R4676",110,"LOT4676 2022-10-27_110","2022-11-18","2022-11-18","4676","2022-10-27","IP4676","Sunflower Sprouts",838,1197,40,240,"no"
"R4677",36,"LOT4677 2023-01-18_36","2023-02-13","2023-02-13","4677","2023-01-18","IP4677","Brocolli Sprouts",406,387,14,78,"no"
"R4678",106,"LOT4678 2023-01-20_106","2023-02-14","2023-02-14","4678","2023-01-20","IP4678","Sunflower Sprouts",811,1146,38,229,"no"
"R4679",119,"LOT4679 2021-11-22_119","2021-12-01","2021-12-02","4679","2021-11-22","IP4679","Pea Sprouts",890,1294,43,259,"no"
"R4680",102,"LOT4680 2021-10-16_102","2021-10-23","2021-10-24","4680","2021-10-16","IP4680","Onion Sprouts",791,1108,37,222,"no"
"R4681",67,"LOT4681 2022-03-23_67","2022-04-05","2022-04-06","4681","2022-03-23","IP4681","Pumpkin Seed Sprouts",583,718,24,144,"no"
"R4682",21,"LOT4682 2022-03-12_21","2022-03-25","2022-03-26","4682","2022-03-12","IP4682","Red Clover Sprouts",319,224,8,45,"no"
"R4683",36,"LOT4683 2021-10-09_36","2021-10-16","2021-10-17","4683","2021-10-09","IP4683","Brocolli Sprouts",407,389,14,78,"no"
"R4684",88,"LOT4684 2021-08-06_88","2021-08-10","2021-08-11","4684","2021-08-06","IP4684","Green Lentil Sprouts",708,953,32,191,"no"
"R4685",49,"LOT4685 2022-04-27_49","2022-05-11","2022-05-12","4685","2022-04-27","IP4685","Wheatgrass Sprouts",483,532,18,107,"no"
"R4686",1,"LOT4686 2021-09-15_1","2021-09-21","2021-09-22","4686","2021-09-15","IP4686","Alfalfa Sprouts",203,6,1,2,"no"
"R4687",62,"LOT4687 2021-10-01_62","2021-10-07","2021-10-08","4687","2021-10-01","IP4687","Pumpkin Seed Sprouts",556,669,23,134,"no"
"R4688",131,"LOT4688 2022-09-02_131","2022-09-22","2022-09-23","4688","2022-09-02","IP4688","Chickpeas Sprouts",959,1424,48,285,"yes"
"R4689",98,"LOT4689 2022-06-29_98","2022-07-16","2022-07-17","4689","2022-06-29","IP4689","Onion Sprouts",767,1064,36,213,"no"
"R4690",59,"LOT4690 2021-11-08_59","2021-11-16","2021-11-16","4690","2021-11-08","IP4690","Kidney-Bean Sprouts",538,634,22,127,"no"
"R4691",115,"LOT4691 2022-10-05_115","2022-10-27","2022-10-27","4691","2022-10-05","IP4691","Pea Sprouts",868,1253,42,251,"no"
"R4692",114,"LOT4692 2022-08-13_114","2022-09-01","2022-09-01","4692","2022-08-13","IP4692","Pea Sprouts",858,1234,41,247,"no"
"R4693",34,"LOT4693 2022-08-14_34","2022-09-02","2022-09-03","4693","2022-08-14","IP4693","Radish Srpouts",395,367,13,74,"no"
"R4694",113,"LOT4694 2021-12-18_113","2021-12-27","2021-12-28","4694","2021-12-18","IP4694","Pea Sprouts",854,1226,41,245,"no"
"R4695",92,"LOT4695 2021-11-06_92","2021-11-14","2021-11-15","4695","2021-11-06","IP4695","Green Lentil Sprouts",729,991,33,199,"no"
"R4696",108,"LOT4696 2022-10-13_108","2022-11-03","2022-11-04","4696","2022-10-13","IP4696","Sunflower Sprouts",822,1167,39,234,"no"
"R4697",74,"LOT4697 2022-07-03_74","2022-07-20","2022-07-21","4697","2022-07-03","IP4697","Mustard Sprouts",627,801,27,161,"no"
"R4698",122,"LOT4698 2022-07-21_122","2022-08-08","2022-08-09","4698","2022-07-21","IP4698","Seasame Sprouts",906,1325,44,265,"no"
"R4699",122,"LOT4699 2022-02-03_122","2022-02-14","2022-02-15","4699","2022-02-03","IP4699","Seasame Sprouts",908,1327,44,266,"no"
"R4700",93,"LOT4700 2022-09-13_93","2022-10-03","2022-10-04","4700","2022-09-13","IP4700","Green Lentil Sprouts",739,1012,34,203,"no"
"R4701",88,"LOT4701 2021-09-29_88","2021-10-06","2021-10-06","4701","2021-09-29","IP4701","Green Lentil Sprouts",708,954,32,191,"no"
"R4702",80,"LOT4702 2023-02-26_80","2023-03-25","2023-03-25","4702","2023-02-26","IP4702","Soybean Sprouts",662,867,29,174,"no"
"R4703",3,"LOT4703 2021-10-12_3","2021-10-19","2021-10-20","4703","2021-10-12","IP4703","Alfalfa Sprouts",213,25,2,6,"no"
"R4704",133,"LOT4704 2021-10-19_133","2021-10-26","2021-10-27","4704","2021-10-19","IP4704","Chickpeas Sprouts",969,1442,48,288,"yes"
"R4705",97,"LOT4705 2022-09-22_97","2022-10-12","2022-10-12","4705","2022-09-22","IP4705","Onion Sprouts",760,1051,35,210,"no"
"R4706",8,"LOT4706 2022-05-09_8","2022-05-24","2022-05-24","4706","2022-05-09","IP4706","Alfalfa Sprouts",242,80,4,17,"no"
"R4707",116,"LOT4707 2023-01-18_116","2023-02-12","2023-02-12","4707","2023-01-18","IP4707","Pea Sprouts",870,1256,42,251,"no"
"R4708",45,"LOT4708 2022-02-17_45","2022-03-01","2022-03-02","4708","2022-02-17","IP4708","Wheatgrass Sprouts",456,481,17,97,"no"
"R4709",44,"LOT4709 2022-03-12_44","2022-03-25","2022-03-25","4709","2022-03-12","IP4709","Brocolli Sprouts",448,466,16,94,"no"
"R4710",25,"LOT4710 2021-08-04_25","2021-08-08","2021-08-09","4710","2021-08-04","IP4710","Red Clover Sprouts",339,262,10,53,"no"
"R4711",97,"LOT4711 2022-12-02_97","2022-12-25","2022-12-25","4711","2022-12-02","IP4711","Onion Sprouts",760,1051,35,210,"no"
