"Date_of_Harvesting","Harvesting_id","Farmer_Name","Subsequent_ID","Initial_Packing_ID","Item_Name","Quantity","Location_ID","Field_ID","Mobile_ID","Outbreak"
"2022-05-03","H4495","Quit Sausage Cheese","C4495","4495","Gorgonzola Cheese",715,95,31,205,"No"
"2023-01-27","H4496","The Great Cheese","C4496","4496","Asiago Cheese",214,18,7,39,"No"
"2021-09-14","H4497","Gorilla Pop Dairy","C4497","4497","Jarlsberg Cheese",877,119,39,259,"Yes"
"2023-02-05","H4498","Stonyman Gourmet Farmer","IPH1498","4498","American Cheese",166,11,4,23,"No"
"2022-09-24","H4499","Stellum Cheese Museum","C4499","4499","Gorgonzola Cheese",722,96,31,208,"No"
"2022-12-11","H4500","The Great Cheese","C4500","4500","Bocconcini Cheese",235,22,8,46,"No"
"2022-07-27","H4501","Ananyas Dream land for Cheese","C4501","4501","Cotija Cheese",555,70,23,152,"No"
"2022-09-28","H4502","Mary's Dairy Store","C4502","4502","Cheese Curds Cheese",411,48,16,104,"No"
"2021-11-09","H4503","Popping Plaza","C4503","4503","Limburger Cheese",914,125,41,271,"Yes"
"2021-11-30","H4504","Caputo Brothers Creamery","C4504","4504","Bocconcini Cheese",248,24,8,50,"No"
"2023-02-13","H4505","Quit Sausage Cheese","C4505","4505","Gorgonzola Cheese",712,94,31,204,"No"
"2022-01-24","H4506","Nebraska Cheese Stop","C4506","4506","Gruyere Cheese",838,113,37,246,"Yes"
"2021-12-23","H4507","Trillium Go Cheese","C4507","4507","Emmental Cheese",658,86,28,186,"No"
"2022-05-21","H4508","Trillium Go Cheese","C4508","4508","Creame Cheese",641,83,27,181,"No"
"2021-12-18","H4509","Gorilla Pop Dairy","C4509","4509","Havati Cheese",860,117,38,253,"Yes"
"2023-01-28","H4510","Waiter for CHeese","C4510","4510","Feta Cheese",681,89,29,194,"No"
"2021-11-19","H4511","Caputo Brothers Creamery","C4511","4511","Brie Cheese",267,26,9,56,"No"
"2022-05-17","H4512","Anish's Bakery ","C4512","4512","Pepper Jack Cheese",453,55,18,118,"No"
"2022-07-14","H4513","Aditis CheeseCake Place","C4513","4513","Cold_Pack Cheese",547,69,23,150,"No"
"2022-09-06","H4514","The Great Cheese","C4514","4514","Asiago Cheese",221,19,7,41,"No"
"2021-12-20","H4515","Mary's Dairy Store","C4515","4515","Pepper Jack Cheese",436,52,17,113,"No"
"2021-09-18","H4516","Stellum Cheese Museum","C4516","4516","Farmer Made Organic Cheese",746,99,33,215,"No"
"2022-06-17","H4517","Saputo Cheese USA Inc","C4517","4517","Asiago Cheese",208,17,6,37,"No"
"2022-01-19","H4518","The Flash Creamery","C4518","4518","Cheese Curds Cheese",392,45,15,98,"No"
"2021-11-24","H4519","Welcome Cheese","C4519","4519","Gruyere Cheese",808,109,36,236,"No"
"2022-08-07","H4520","Traditional goat cheese pizza","C4520","4520","Cottage Cheese",590,76,25,164,"No"
"2022-01-02","H4521","Saputo Cheese USA Inc","IPH1521","4521","American Cheese",190,15,5,31,"No"
"2023-01-11","H4522","Clover Hill Dairy","C4522","4522","Brie Cheese",274,28,10,59,"No"
"2022-06-16","H4523","Surigiva Cheese Stop","C4523","4523","Camembert Cheese",339,37,13,81,"No"
"2022-03-09","H4524","Mary's Dairy Store","C4524","4524","Cheese Curds Cheese",415,49,16,106,"No"
"2022-08-18","H4525","Stonyman Gourmet Farmer","IPH1525","4525","American Cheese",172,12,5,25,"No"
"2022-10-04","H4526","Aditis CheeseCake Place","C4526","4526","Cold_Pack Cheese",535,67,22,146,"No"
"2022-01-29","H4527","Cheese Lovers","C4527","4527","Item",969,133,44,290,"Yes"
"2022-12-14","H4528","Traditional goat cheese pizza","C4528","4528","Cottage Cheese",599,77,25,167,"No"
"2022-06-27","H4529","Teetu Farm Cheese","C4529","4529","Colby Cheese",491,61,20,131,"No"
"2021-12-13","H4530","Mary's Dairy Store","C4530","4530","Pepper Jack Cheese",431,51,17,111,"No"
"2022-02-01","H4531","Stellum Cheese Museum","C4531","4531","Gorgonzola Cheese",726,96,32,209,"No"
"2022-12-04","H4532","Popping Plaza","C4532","4532","Jarlsberg Cheese",891,121,40,264,"Yes"
"2022-12-16","H4533","Carnival Cheese","C4533","4533","Colby Cheese",508,63,21,136,"No"
"2021-09-06","H4534","Ananyas Dream land for Cheese","C4534","4534","Cotija Cheese",576,73,24,159,"No"
"2022-03-26","H4535","Mary's Dairy Store","C4535","4535","Pepper Jack Cheese",435,52,17,112,"No"
"2022-12-24","H4536","Bielers Cheese","C4536","4536","Mozarilla Cheese",136,7,3,13,"No"
"2022-09-22","H4537","Waiter for CHeese","C4537","4537","Feta Cheese",679,89,29,193,"No"
"2022-06-09","H4538","Traditional goat cheese pizza","C4538","4538","Cottage Cheese",598,77,25,166,"No"
"2022-11-27","H4539","Cheese Lovers","C4539","4539","Monterey Jack Cheese",951,131,43,284,"Yes"
"2022-02-05","H4540","Cheese Lovers","C4540","4540","Monterey Jack Cheese",959,132,43,286,"Yes"
"2022-12-31","H4541","Bielers Cheese","C4541","4541","Mozarilla Cheese",145,8,3,16,"No"
"2022-04-26","H4542","Cheese Lovers","C4542","4542","Monterey Jack Cheese",959,132,43,286,"Yes"
"2021-08-09","H4543","Cheese Lovers","C4543","4543","Monterey Jack Cheese",957,131,43,286,"Yes"
"2022-06-18","H4544","Popping Plaza","C4544","4544","Jarlsberg Cheese",902,123,40,268,"Yes"
"2022-05-01","H4545","Nebraska Cheese Stop","C4545","4545","Gruyere Cheese",833,113,37,244,"Yes"
"2022-02-03","H4546","Ananyas Dream land for Cheese","C4546","4546","Cotija Cheese",570,73,24,157,"No"
"2021-10-26","H4547","Seige at the Cheese","C4547","4547","Limburger Cheese",935,128,42,278,"Yes"
"2022-12-21","H4548","Nebraska Cheese Stop","C4548","4548","Gruyere Cheese",838,113,37,246,"Yes"
"2022-11-16","H4549","waldows Cheese","C4549","4549","Cheddar Mix Cheese",364,41,14,89,"No"
"2021-09-29","H4550","Caputo Brothers Creamery","C4550","4550","Bocconcini Cheese",258,25,9,54,"No"
"2022-08-04","H4551","waldows Cheese","C4551","4551","Cheddar Mix Cheese",358,40,14,87,"No"
"2021-10-10","H4552","Ananyas Dream land for Cheese","C4552","4552","Cotija Cheese",571,73,24,157,"No"
"2021-09-12","H4553","Seige at the Cheese","C4553","4553","Monterey Jack Cheese",941,129,42,280,"Yes"
"2022-03-20","H4554","Cheese Lovers","C4554","4554","Monterey Jack Cheese",944,129,42,281,"Yes"
"2022-02-21","H4555","Popping Plaza","C4555","4555","Limburger Cheese",904,123,40,268,"Yes"
"2022-08-21","H4556","Cheese Lovers","C4556","4556","Monterey Jack Cheese",951,130,43,284,"Yes"
"2022-10-08","H4557","Asus Blue Cheese","C4557","4557","Halloumi Cheese",785,105,34,228,"No"
"2021-12-22","H4558","Clover Hill Dairy","C4558","4558","Brie Cheese",272,27,9,58,"No"
"2022-05-27","H4559","Ananyas Dream land for Cheese","C4559","4559","Cotija Cheese",552,70,23,151,"No"
"2021-09-18","H4560","Trillium Go Cheese","C4560","4560","Emmental Cheese",647,84,28,183,"No"
"2021-11-05","H4561","International Cheese Market","C4561","4561","Farmer Made Organic Cheese",771,103,34,224,"No"
"2022-03-02","H4562","Popping Plaza","C4562","4562","Limburger Cheese",912,125,41,271,"Yes"
"2022-10-07","H4563","Teetu Farm Cheese","C4563","4563","Swiss Cheese",467,57,19,123,"No"
"2022-03-29","H4564","Popping Plaza","C4564","4564","Jarlsberg Cheese",894,122,40,265,"Yes"
"2022-10-26","H4565","Trillium Go Cheese","C4565","4565","Creame Cheese",641,83,27,181,"No"
"2022-03-08","H4566","Bielers Cheese","C4566","4566","Mozarilla Cheese",148,8,3,17,"No"
"2021-10-24","H4567","Caputo Brothers Creamery","C4567","4567","Brie Cheese",266,26,9,56,"No"
"2022-01-25","H4568","Mary's Dairy Store","C4568","4568","Pepper Jack Cheese",422,50,17,108,"No"
"2022-06-27","H4569","Aditis CheeseCake Place","C4569","4569","Cold_Pack Cheese",536,67,22,146,"No"
"2022-09-18","H4570","Caputo Brothers Creamery","C4570","4570","Bocconcini Cheese",255,25,9,52,"No"
"2022-08-23","H4571","Saputo Cheese USA Inc","C4571","4571","Asiago Cheese",197,16,6,33,"No"
"2022-06-05","H4572","Traditional goat cheese pizza","C4572","4572","Cottage Cheese",590,76,25,164,"No"
"2022-10-08","H4573","Seige at the Cheese","C4573","4573","Limburger Cheese",921,126,41,274,"Yes"
"2022-10-10","H4574","Teetu Farm Cheese","C4574","4574","Swiss Cheese",477,58,19,126,"No"
"2022-12-02","H4575","Cheese Lovers","C4575","4575","Monterey Jack Cheese",947,130,42,282,"Yes"
"2022-11-20","H4576","Quit Sausage Cheese","C4576","4576","Feta Cheese",699,92,30,200,"No"
"2021-09-14","H4577","International Cheese Market","C4577","4577","Farmer Made Organic Cheese",770,103,34,223,"No"
"2021-11-02","H4578","Teetu Farm Cheese","C4578","4578","Swiss Cheese",477,58,19,126,"No"
"2021-09-19","H4579","Bielers Cheese","C4579","4579","Mozarilla Cheese",151,9,3,18,"No"
"2022-05-30","H4580","Mary's Dairy Store","C4580","4580","Pepper Jack Cheese",423,50,17,108,"No"
"2022-11-04","H4581","Carnival Cheese","C4581","4581","Colby Cheese",494,61,20,132,"No"
"2022-02-07","H4582","Quit Sausage Cheese","C4582","4582","Feta Cheese",708,94,31,203,"No"
"2023-02-16","H4583","Traditional goat cheese pizza","C4583","4583","Cotija Cheese",579,74,24,160,"No"
"2022-05-10","H4584","Quit Sausage Cheese","C4584","4584","Gorgonzola Cheese",717,95,31,206,"No"
"2022-10-02","H4585","Popping Plaza","C4585","4585","Limburger Cheese",911,124,41,270,"Yes"
"2023-01-16","H4586","Caputo Brothers Creamery","C4586","4586","Bocconcini Cheese",243,23,8,49,"No"
"2022-11-04","H4587","Quit Sausage Cheese","C4587","4587","Gorgonzola Cheese",717,95,31,206,"No"
"2021-10-27","H4588","Item","C4588","4588","Item",974,134,44,291,"Yes"
"2021-11-13","H4589","Caputo Brothers Creamery","C4589","4589","Bocconcini Cheese",255,25,9,52,"No"
"2021-11-04","H4590","Anish's Bakery ","C4590","4590","Swiss Cheese",463,56,19,121,"No"
"2022-09-02","H4591","International Cheese Market","C4591","4591","Farmer Made Organic Cheese",753,100,33,218,"No"
"2022-06-19","H4592","Waiter for CHeese","C4592","4592","Feta Cheese",682,90,29,194,"No"
"2022-06-02","H4593","Gorilla Pop Dairy","C4593","4593","Havati Cheese",871,118,39,257,"Yes"
"2022-07-28","H4594","Twin Oaks Cheese","C4594","4594"," Burrata Cheese",320,34,12,74,"No"
"2022-02-18","H4595","Quit Sausage Cheese","C4595","4595","Feta Cheese",693,91,30,198,"No"
"2023-01-21","H4596","Carnival Cheese","C4596","4596","Colby Cheese",499,62,21,134,"No"
"2023-02-04","H4597","International Cheese Market","C4597","4597","Farmer Made Organic Cheese",747,100,33,216,"No"
"2022-01-01","H4598","Caputo Brothers Creamery","C4598","4598","Bocconcini Cheese",246,23,8,50,"No"
"2022-08-02","H4599","waldows Cheese","C4599","4599","Camembert Cheese",355,40,13,86,"No"
"2021-08-26","H4600","Item","C4600","4600","Item",994,137,45,298,"Yes"
"2021-09-13","H4601","Bielers Cheese","C4601","4601","Mozarilla Cheese",146,8,3,16,"No"
"2022-03-23","H4602","Georges Mill Farm Artisan Cheese","C4602","4602","Blue Cheese",118,4,2,7,"No"
"2021-09-06","H4603","Caputo Brothers Creamery","C4603","4603","Bocconcini Cheese",244,23,8,49,"No"
"2023-01-19","H4604","Caputo Brothers Creamery","C4604","4604","Bocconcini Cheese",242,23,8,48,"No"
"2022-11-02","H4605","Ananyas Dream land for Cheese","C4605","4605","Cotija Cheese",569,72,24,157,"No"
"2021-08-09","H4606","Popping Plaza","C4606","4606","Jarlsberg Cheese",896,122,40,266,"Yes"
"2022-03-15","H4607","International Cheese Market","C4607","4607","Farmer Made Organic Cheese",769,103,34,223,"No"
"2023-02-18","H4608","The Great Cheese","C4608","4608","Bocconcini Cheese",232,21,7,45,"No"
"2023-02-08","H4609","Item","C4609","4609","Item",977,134,44,292,"Yes"
"2022-03-18","H4610","Traditional goat cheese pizza","C4610","4610","Cottage Cheese",603,78,26,168,"No"
"2022-09-21","H4611","Anish's Bakery ","C4611","4611","Swiss Cheese",455,55,18,119,"No"
"2022-09-22","H4612","Nebraska Cheese Stop","C4612","4612","Havati Cheese",850,115,38,250,"Yes"
"2022-04-21","H4613","Surigiva Cheese Stop","C4613","4613","Camembert Cheese",348,39,13,83,"No"
"2022-08-24","H4614","The Flash Creamery","C4614","4614","Cheese Curds Cheese",409,48,16,104,"No"
"2023-01-28","H4615","Seige at the Cheese","C4615","4615","Limburger Cheese",925,127,41,275,"Yes"
"2022-02-15","H4616","Carnival Cheese","C4616","4616","Cold_Pack Cheese",518,65,21,140,"No"
"2022-04-28","H4617","Waiter for CHeese","C4617","4617","Feta Cheese",689,91,30,197,"No"
"2021-08-20","H4618","Cheese Wheel Plaza","C4618","4618","Creame Cheese",617,80,26,173,"No"
"2022-06-21","H4619","Mary's Dairy Store","C4619","4619","Cheese Curds Cheese",418,49,17,107,"No"
"2021-08-08","H4620","Anish's Bakery ","C4620","4620","Pepper Jack Cheese",442,53,18,115,"No"
"2022-12-12","H4621","Caputo Brothers Creamery","C4621","4621","Bocconcini Cheese",250,24,8,51,"No"
"2021-10-10","H4622","Aditis CheeseCake Place","C4622","4622","Cold_Pack Cheese",531,67,22,144,"No"
"2022-07-30","H4623","Twin Oaks Cheese","C4623","4623"," Burrata Cheese",307,33,11,70,"No"
"2023-02-03","H4624","Clover Hill Dairy","C4624","4624","Brie Cheese",292,30,10,65,"No"
"2021-08-10","H4625","Nebraska Cheese Stop","C4625","4625","Havati Cheese",852,115,38,251,"Yes"
"2023-02-17","H4626","Popping Plaza","C4626","4626","Limburger Cheese",912,125,41,271,"Yes"
"2021-09-16","H4627","Saputo Cheese USA Inc","C4627","4627","Asiago Cheese",203,17,6,35,"No"
"2022-10-26","H4628","Ananyas Dream land for Cheese","C4628","4628","Cotija Cheese",556,70,23,153,"No"
"2021-10-24","H4629","International Cheese Market","C4629","4629","Farmer Made Organic Cheese",765,102,34,222,"No"
"2022-09-19","H4630","Cheese Wheel Plaza","C4630","4630","Creame Cheese",620,80,26,174,"No"
"2022-08-04","H4631","Mary's Dairy Store","C4631","4631","Pepper Jack Cheese",431,51,17,111,"No"
"2022-04-28","H4632","Trillium Go Cheese","C4632","4632","Emmental Cheese",656,86,28,186,"No"
"2021-08-04","H4633","Nebraska Cheese Stop","C4633","4633","Havati Cheese",843,114,37,248,"Yes"
"2021-08-19","H4634","Quit Sausage Cheese","C4634","4634","Gorgonzola Cheese",713,94,31,205,"No"
"2021-08-17","H4635","Clover Hill Dairy","C4635","4635"," Burrata Cheese",295,31,11,66,"No"
"2022-11-21","H4636","waldows Cheese","C4636","4636","Cheddar Mix Cheese",362,41,14,88,"No"
"2021-11-26","H4637","Ananyas Dream land for Cheese","C4637","4637","Cotija Cheese",567,72,24,156,"No"
"2021-08-17","H4638","Traditional goat cheese pizza","C4638","4638","Cottage Cheese",592,76,25,165,"No"
"2022-11-23","H4639","Nebraska Cheese Stop","C4639","4639","Havati Cheese",844,114,37,248,"Yes"
"2021-10-23","H4640","waldows Cheese","C4640","4640","Cheddar Mix Cheese",377,43,15,93,"No"
"2022-09-14","H4641","Twin Oaks Cheese","C4641","4641"," Burrata Cheese",307,32,11,70,"No"
"2022-03-15","H4642","Trillium Go Cheese","C4642","4642","Emmental Cheese",650,85,28,184,"No"
"2021-11-12","H4643","Popping Plaza","C4643","4643","Jarlsberg Cheese",900,123,40,267,"Yes"
"2021-12-06","H4644","The Great Cheese","C4644","4644","Bocconcini Cheese",232,21,7,45,"No"
"2022-06-19","H4645","International Cheese Market","C4645","4645","Farmer Made Organic Cheese",764,102,33,222,"No"
"2023-01-14","H4646","Welcome Cheese","C4646","4646","Gruyere Cheese",827,112,37,243,"Yes"
"2022-04-29","H4647","The Flash Creamery","C4647","4647","Cheese Curds Cheese",400,47,16,101,"No"
"2023-02-10","H4648","International Cheese Market","C4648","4648","Farmer Made Organic Cheese",754,101,33,218,"No"
"2021-08-28","H4649","Bielers Cheese","C4649","4649","Mozarilla Cheese",147,8,3,17,"No"
"2021-09-07","H4650","Seige at the Cheese","C4650","4650","Limburger Cheese",921,126,41,274,"Yes"
"2023-01-15","H4651","Caputo Brothers Creamery","C4651","4651","Brie Cheese",268,27,9,57,"No"
"2022-02-22","H4652","Gorilla Pop Dairy","C4652","4652","Jarlsberg Cheese",884,120,39,261,"Yes"
"2022-07-08","H4653","International Cheese Market","C4653","4653","Farmer Made Organic Cheese",762,102,33,221,"No"
"2022-02-16","H4654","Traditional goat cheese pizza","C4654","4654","Cottage Cheese",590,76,25,164,"No"
"2021-11-21","H4655","Surigiva Cheese Stop","C4655","4655","Camembert Cheese",332,36,12,78,"No"
"2022-03-11","H4656","The Flash Creamery","C4656","4656","Cheddar Mix Cheese",382,44,15,95,"No"
"2022-03-31","H4657","Popping Plaza","C4657","4657","Jarlsberg Cheese",892,122,40,264,"Yes"
"2022-10-18","H4658","Gorilla Pop Dairy","C4658","4658","Jarlsberg Cheese",882,120,39,261,"Yes"
"2022-09-12","H4659","waldows Cheese","C4659","4659","Cheddar Mix Cheese",362,41,14,88,"No"
"2022-06-13","H4660","International Cheese Market","C4660","4660","Farmer Made Organic Cheese",761,102,33,221,"No"
"2021-09-27","H4661","Seige at the Cheese","C4661","4661","Limburger Cheese",923,126,41,275,"Yes"
"2022-03-15","H4662","The Flash Creamery","C4662","4662","Cheese Curds Cheese",392,46,15,98,"No"
"2021-10-15","H4663","Carnival Cheese","C4663","4663","Colby Cheese",505,63,21,136,"No"
"2022-09-25","H4664","Traditional goat cheese pizza","C4664","4664","Cotija Cheese",580,74,24,161,"No"
"2022-08-08","H4665","Saputo Cheese USA Inc","C4665","4665","Asiago Cheese",209,18,6,37,"No"
"2022-01-30","H4666","Stonyman Gourmet Farmer","IPH1666","4666","American Cheese",179,13,5,27,"No"
"2022-09-29","H4667","Traditional goat cheese pizza","C4667","4667","Cottage Cheese",587,75,25,163,"No"
"2022-03-13","H4668","Asus Blue Cheese","C4668","4668","Halloumi Cheese",803,108,35,235,"No"
"2022-12-26","H4669","The Flash Creamery","C4669","4669","Cheese Curds Cheese",397,46,16,100,"No"
"2021-10-07","H4670","The Flash Creamery","C4670","4670","Cheese Curds Cheese",405,47,16,102,"No"
"2023-02-05","H4671","The Great Cheese","C4671","4671","Bocconcini Cheese",231,21,7,45,"No"
"2022-02-25","H4672","Stonyman Gourmet Farmer","C4672","4672","Mozarilla Cheese",163,11,4,22,"No"
"2022-08-14","H4673","Ananyas Dream land for Cheese","C4673","4673","Cotija Cheese",577,74,24,159,"No"
"2022-02-20","H4674","Nebraska Cheese Stop","C4674","4674","Havati Cheese",859,117,38,253,"Yes"
"2022-02-18","H4675","Cheese Lovers","C4675","4675","Monterey Jack Cheese",953,131,43,284,"Yes"
"2022-10-27","H4676","Welcome Cheese","C4676","4676","Gruyere Cheese",818,110,36,240,"No"
"2023-01-18","H4677","Surigiva Cheese Stop","C4677","4677","Camembert Cheese",332,36,12,78,"No"
"2023-01-20","H4678","Asus Blue Cheese","C4678","4678","Halloumi Cheese",787,106,35,229,"No"
"2021-11-22","H4679","Gorilla Pop Dairy","C4679","4679","Jarlsberg Cheese",877,119,39,259,"Yes"
"2021-10-16","H4680","International Cheese Market","C4680","4680","Farmer Made Organic Cheese",765,102,33,222,"No"
"2022-03-23","H4681","Aditis CheeseCake Place","C4681","4681","Cold_Pack Cheese",530,67,22,144,"No"
"2022-03-12","H4682","The Great Cheese","C4682","4682","Bocconcini Cheese",234,21,8,45,"No"
"2021-10-09","H4683","Surigiva Cheese Stop","C4683","4683","Camembert Cheese",333,36,12,78,"No"
"2021-08-06","H4684","Waiter for CHeese","C4684","4684","Emmental Cheese",671,88,29,191,"No"
"2022-04-27","H4685","Mary's Dairy Store","C4685","4685","Cheese Curds Cheese",419,49,17,107,"No"
"2021-09-15","H4686","Georges Mill Farm Artisan Cheese","C4686","4686","Blue Cheese",103,1,1,2,"No"
"2021-10-01","H4687","Carnival Cheese","C4687","4687","Colby Cheese",501,62,21,134,"No"
"2022-09-02","H4688","Cheese Lovers","C4688","4688","Monterey Jack Cheese",954,131,43,285,"Yes"
"2022-06-29","H4689","Stellum Cheese Museum","C4689","4689","Gorgonzola Cheese",738,98,32,213,"No"
"2021-11-08","H4690","Teetu Farm Cheese","C4690","4690","Swiss Cheese",480,59,20,127,"No"
"2022-10-05","H4691","Nebraska Cheese Stop","C4691","4691","Havati Cheese",852,115,38,251,"Yes"
"2022-08-13","H4692","Nebraska Cheese Stop","C4692","4692","Havati Cheese",840,114,37,247,"Yes"
"2022-08-14","H4693","Twin Oaks Cheese","C4693","4693"," Burrata Cheese",320,34,12,74,"No"
"2021-12-18","H4694","Nebraska Cheese Stop","C4694","4694","Gruyere Cheese",835,113,37,245,"Yes"
"2021-11-06","H4695","Quit Sausage Cheese","C4695","4695","Feta Cheese",695,92,30,199,"No"
"2022-10-13","H4696","Asus Blue Cheese","C4696","4696","Halloumi Cheese",800,108,35,234,"No"
"2022-07-03","H4697","Traditional goat cheese pizza","C4697","4697","Cotija Cheese",580,74,24,161,"No"
"2022-07-21","H4698","Popping Plaza","C4698","4698","Jarlsberg Cheese",895,122,40,265,"Yes"
"2022-02-03","H4699","Popping Plaza","C4699","4699","Jarlsberg Cheese",896,122,40,266,"Yes"
"2022-09-13","H4700","Quit Sausage Cheese","C4700","4700","Feta Cheese",707,93,31,203,"No"
"2021-09-29","H4701","Waiter for CHeese","C4701","4701","Emmental Cheese",672,88,29,191,"No"
"2023-02-26","H4702","Cheese Wheel Plaza","C4702","4702","Creame Cheese",620,80,26,174,"No"
"2021-10-12","H4703","Georges Mill Farm Artisan Cheese","C4703","4703","Blue Cheese",114,3,2,6,"No"
"2021-10-19","H4704","Cheese Lovers","C4704","4704","Monterey Jack Cheese",965,133,43,288,"Yes"
"2022-09-22","H4705","Stellum Cheese Museum","C4705","4705","Gorgonzola Cheese",730,97,32,210,"No"
"2022-05-09","H4706","Bielers Cheese","C4706","4706","Mozarilla Cheese",147,8,3,17,"No"
"2023-01-18","H4707","Nebraska Cheese Stop","C4707","4707","Havati Cheese",854,116,38,251,"Yes"
"2022-02-17","H4708","The Flash Creamery","C4708","4708","Cheddar Mix Cheese",388,45,15,97,"No"
"2022-03-12","H4709","waldows Cheese","C4709","4709","Cheddar Mix Cheese",379,44,15,94,"No"
"2021-08-04","H4710","Caputo Brothers Creamery","C4710","4710","Bocconcini Cheese",257,25,9,53,"No"
"2022-12-02","H4711","Stellum Cheese Museum","C4711","4711","Gorgonzola Cheese",730,97,32,210,"No"
"2022-12-16","H4712","Anish's Bakery ","C4712","4712","Pepper Jack Cheese",450,54,18,117,"No"
"2022-06-07","H4713","Teetu Farm Cheese","C4713","4713","Swiss Cheese",469,57,19,124,"No"
"2022-07-19","H4714","Item","C4714","4714","Item",996,137,45,299,"Yes"
"2022-06-04","H4715","Popping Plaza","C4715","4715","Limburger Cheese",906,124,40,269,"Yes"
"2022-01-20","H4716","Mary's Dairy Store","C4716","4716","Pepper Jack Cheese",422,50,17,108,"No"
"2022-06-25","H4717","Cheese Wheel Plaza","C4717","4717","Creame Cheese",632,82,27,178,"No"
"2022-09-17","H4718","waldows Cheese","C4718","4718","Cheddar Mix Cheese",376,43,15,93,"No"
"2021-10-29","H4719","Nebraska Cheese Stop","C4719","4719","Gruyere Cheese",834,113,37,245,"Yes"
"2021-11-28","H4720","Popping Plaza","C4720","4720","Limburger Cheese",910,124,41,270,"Yes"
"2022-08-18","H4721","Clover Hill Dairy","C4721","4721","Brie Cheese",273,27,9,59,"No"
"2021-08-26","H4722","Caputo Brothers Creamery","C4722","4722","Bocconcini Cheese",254,24,9,52,"No"
"2022-07-25","H4723","Bielers Cheese","C4723","4723","Mozarilla Cheese",143,8,3,15,"No"
"2022-01-11","H4724","Stonyman Gourmet Farmer","C4724","4724","Mozarilla Cheese",157,10,4,20,"No"
"2022-09-19","H4725","The Great Cheese","C4725","4725","Asiago Cheese",215,19,7,39,"No"
"2021-08-11","H4726","Caputo Brothers Creamery","C4726","4726","Brie Cheese",263,26,9,55,"No"
"2023-02-11","H4727","waldows Cheese","C4727","4727","Cheddar Mix Cheese",373,43,14,92,"No"
"2021-11-28","H4728","Carnival Cheese","C4728","4728","Colby Cheese",514,64,21,138,"No"
"2022-08-09","H4729","Waiter for CHeese","C4729","4729","Emmental Cheese",666,87,29,189,"No"
"2021-08-30","H4730","Georges Mill Farm Artisan Cheese","C4730","4730","Blue Cheese",127,5,2,10,"No"
"2022-11-07","H4731","Stonyman Gourmet Farmer","IPH1731","4731","American Cheese",166,11,4,23,"No"
"2022-11-13","H4732","Mary's Dairy Store","C4732","4732","Pepper Jack Cheese",423,50,17,108,"No"
"2022-04-15","H4733","Saputo Cheese USA Inc","IPH1733","4733","American Cheese",193,15,6,32,"No"
"2022-03-21","H4734","Gorilla Pop Dairy","C4734","4734","Havati Cheese",866,118,38,256,"Yes"
"2022-01-15","H4735","Twin Oaks Cheese","C4735","4735"," Burrata Cheese",306,32,11,70,"No"
"2022-05-18","H4736","Georges Mill Farm Artisan Cheese","C4736","4736","Blue Cheese",120,4,2,8,"No"
"2022-10-04","H4737","The Great Cheese","C4737","4737","Asiago Cheese",215,19,7,39,"No"
"2022-07-19","H4738","International Cheese Market","C4738","4738","Farmer Made Organic Cheese",761,102,33,221,"No"
"2022-05-09","H4739","The Flash Creamery","C4739","4739","Cheese Curds Cheese",402,47,16,101,"No"
"2022-05-12","H4740","Item","C4740","4740","Item",973,134,44,291,"Yes"
"2022-03-17","H4741","Clover Hill Dairy","C4741","4741","Brie Cheese",283,29,10,62,"No"
"2021-12-20","H4742","International Cheese Market","C4742","4742","Farmer Made Organic Cheese",752,100,33,218,"No"
"2021-08-02","H4743","The Flash Creamery","C4743","4743","Cheese Curds Cheese",402,47,16,101,"No"
"2022-11-04","H4744","Quit Sausage Cheese","C4744","4744","Feta Cheese",694,91,30,198,"No"
"2022-09-30","H4745","Twin Oaks Cheese","C4745","4745"," Burrata Cheese",318,34,12,73,"No"
"2022-08-05","H4746","Waiter for CHeese","C4746","4746","Emmental Cheese",669,88,29,190,"No"
"2022-04-26","H4747","Anish's Bakery ","C4747","4747","Pepper Jack Cheese",444,53,18,115,"No"
"2021-10-14","H4748","Aditis CheeseCake Place","C4748","4748","Cold_Pack Cheese",525,66,22,142,"No"
"2022-11-20","H4749","Cheese Lovers","C4749","4749","Monterey Jack Cheese",963,132,43,288,"Yes"
"2021-10-16","H4750","Cheese Lovers","C4750","4750","Item",971,134,44,291,"Yes"
"2022-01-27","H4751","Georges Mill Farm Artisan Cheese","C4751","4751","Blue Cheese",120,4,2,8,"No"
"2021-09-17","H4752","Asus Blue Cheese","C4752","4752","Halloumi Cheese",782,105,34,228,"No"
"2022-09-04","H4753","Twin Oaks Cheese","C4753","4753"," Burrata Cheese",314,34,11,72,"No"
"2022-07-04","H4754","Mary's Dairy Store","C4754","4754","Cheese Curds Cheese",417,49,17,106,"No"
"2023-02-09","H4755","Quit Sausage Cheese","C4755","4755","Feta Cheese",691,91,30,197,"No"
"2022-02-17","H4756","Caputo Brothers Creamery","C4756","4756","Bocconcini Cheese",244,23,8,49,"No"
"2022-03-03","H4757","waldows Cheese","C4757","4757","Cheddar Mix Cheese",360,41,14,88,"No"
"2022-09-24","H4758","Nebraska Cheese Stop","C4758","4758","Havati Cheese",854,116,38,251,"Yes"
