"Harvested_Date","IP_ID","Quantity","Ref_Person_Location_ID","IP_Date","Subsequent_ID","Outbreak"
"2022-01-10","4388",480,59,"2022-01-15","R4388","no"
"2022-08-31","4389",925,127,"2022-09-06","R4389","yes"
"2021-10-13","4390",517,64,"2021-10-17","R4390","no"
"2023-02-10","4391",938,129,"2023-02-16","R4391","yes"
"2022-03-26","4392",671,88,"2022-03-31","R4392","no"
"2021-12-27","4393",172,12,"2021-12-31","R4393","no"
"2022-12-28","4394",956,131,"2023-01-03","R4394","yes"
"2023-02-27","4395",455,55,"2023-03-05","R4395","no"
"2022-05-14","4396",216,19,"2022-05-18","R4396","no"
"2023-02-25","4397",650,85,"2023-03-03","R4397","no"
"2022-05-15","4398",307,33,"2022-05-20","R4398","no"
"2021-12-15","4399",103,1,"2021-12-20","R4399","no"
"2022-05-09","4400",809,109,"2022-05-14","R4400","no"
"2022-05-30","4401",235,22,"2022-06-04","R4401","no"
"2022-06-05","4402",541,68,"2022-06-10","R4402","no"
"2021-10-01","4403",581,74,"2021-10-05","R4403","no"
"2022-01-10","4404",321,35,"2022-01-14","R4404","no"
"2023-03-09","4405",198,16,"2023-03-15","R4405","no"
"2022-05-25","4406",241,22,"2022-05-30","R4406","no"
"2023-02-04","4407",858,116,"2023-02-09","R4407","no"
"2023-02-05","4408",589,76,"2023-02-11","R4408","no"
"2022-09-30","4409",123,5,"2022-10-05","R4409","no"
"2022-06-22","4410",778,104,"2022-06-27","R4410","no"
"2022-04-17","4411",343,38,"2022-04-22","R4411","no"
"2022-09-08","4412",660,86,"2022-09-14","R4412","no"
"2023-02-08","4413",816,110,"2023-02-14","R4413","no"
"2021-10-26","4414",285,29,"2021-10-31","R4414","no"
"2021-08-26","4415",458,55,"2021-08-30","R4415","no"
"2021-11-29","4416",818,110,"2021-12-04","R4416","no"
"2022-01-07","4417",510,63,"2022-01-12","R4417","no"
"2022-12-17","4418",550,69,"2022-12-22","R4418","no"
"2022-12-12","4419",399,47,"2022-12-18","R4419","no"
"2022-06-06","4420",287,29,"2022-06-11","R4420","no"
"2023-02-21","4421",388,45,"2023-02-27","R4421","no"
"2021-11-22","4422",185,14,"2021-11-27","R4422","no"
"2022-11-06","4423",200,16,"2022-11-12","R4423","no"
"2023-01-08","4424",552,70,"2023-01-14","R4424","no"
"2022-03-11","4425",215,18,"2022-03-16","R4425","no"
"2021-11-14","4426",929,127,"2021-11-18","R4426","yes"
"2021-08-25","4427",470,57,"2021-08-30","R4427","no"
"2021-11-18","4428",976,134,"2021-11-23","R4428","yes"
"2021-10-20","4429",572,73,"2021-10-25","R4429","no"
"2021-10-14","4430",424,50,"2021-10-19","R4430","no"
"2021-08-31","4431",741,99,"2021-09-04","R4431","no"
"2022-05-23","4432",703,93,"2022-05-28","R4432","no"
"2022-06-25","4433",670,88,"2022-06-30","R4433","no"
"2022-06-24","4434",166,11,"2022-06-29","R4434","no"
"2023-01-25","4435",304,32,"2023-01-31","R4435","no"
"2021-10-16","4436",112,3,"2021-10-21","R4436","no"
"2022-06-04","4437",726,96,"2022-06-09","R4437","no"
"2022-05-23","4438",272,27,"2022-05-28","R4438","no"
"2022-06-14","4439",495,61,"2022-06-19","R4439","no"
"2021-09-29","4440",880,120,"2021-10-03","R4440","no"
"2021-12-12","4441",785,105,"2021-12-16","R4441","no"
"2023-02-06","4442",922,126,"2023-02-12","R4442","yes"
"2022-10-01","4443",836,113,"2022-10-06","R4443","no"
"2022-05-17","4444",109,2,"2022-05-22","R4444","no"
"2022-05-18","4445",278,28,"2022-05-23","R4445","no"
"2022-10-02","4446",332,36,"2022-10-07","R4446","no"
"2022-09-15","4447",416,49,"2022-09-20","R4447","no"
"2021-09-23","4448",555,70,"2021-09-27","R4448","no"
"2022-12-23","4449",395,46,"2022-12-29","R4449","no"
"2022-06-21","4450",379,44,"2022-06-26","R4450","no"
"2021-11-29","4451",870,118,"2021-12-03","R4451","no"
"2021-09-03","4452",541,68,"2021-09-08","R4452","no"
"2022-03-22","4453",892,122,"2022-03-27","R4453","no"
"2022-11-04","4454",163,11,"2022-11-09","R4454","no"
"2021-08-15","4455",680,89,"2021-08-19","R4455","no"
"2022-01-16","4456",550,69,"2022-01-20","R4456","no"
"2022-12-15","4457",136,6,"2022-12-21","R4457","no"
"2022-06-23","4458",710,94,"2022-06-28","R4458","no"
"2022-06-25","4459",103,2,"2022-06-30","R4459","no"
"2022-04-02","4460",631,82,"2022-04-07","R4460","no"
"2023-02-07","4461",832,112,"2023-02-13","R4461","no"
"2022-02-02","4462",637,83,"2022-02-06","R4462","no"
"2022-01-27","4463",218,19,"2022-01-31","R4463","no"
"2022-11-19","4464",202,16,"2022-11-24","R4464","no"
"2022-12-04","4465",175,12,"2022-12-09","R4465","no"
"2022-03-03","4466",178,13,"2022-03-08","R4466","no"
"2021-11-06","4467",655,85,"2021-11-11","R4467","no"
"2022-11-22","4468",324,35,"2022-11-28","R4468","no"
"2022-12-26","4469",311,33,"2023-01-01","R4469","no"
"2022-01-13","4470",243,23,"2022-01-18","R4470","no"
"2023-02-13","4471",363,41,"2023-02-19","R4471","no"
"2023-02-27","4472",145,8,"2023-03-05","R4472","no"
"2021-08-02","4473",497,61,"2021-08-06","R4473","no"
"2021-11-18","4474",105,2,"2021-11-22","R4474","no"
"2022-10-04","4475",376,43,"2022-10-10","R4475","no"
"2022-06-13","4476",130,6,"2022-06-18","R4476","no"
"2023-01-22","4477",804,108,"2023-01-28","R4477","no"
"2023-01-19","4478",869,118,"2023-01-25","R4478","no"
"2022-09-30","4479",597,77,"2022-10-06","R4479","no"
"2021-09-20","4480",208,17,"2021-09-24","R4480","no"
"2021-08-22","4481",218,19,"2021-08-26","R4481","no"
"2022-02-23","4482",126,5,"2022-02-28","R4482","no"
"2022-11-27","4483",253,24,"2022-12-03","R4483","no"
"2022-11-08","4484",121,4,"2022-11-13","R4484","no"
"2021-09-09","4485",434,52,"2021-09-13","R4485","no"
"2022-04-22","4486",109,2,"2022-04-27","R4486","no"
"2022-12-02","4487",743,99,"2022-12-08","R4487","no"
"2021-12-07","4488",126,5,"2021-12-12","R4488","no"
"2021-12-29","4489",885,121,"2022-01-02","R4489","no"
"2022-01-28","4490",315,34,"2022-02-02","R4490","no"
"2021-08-30","4491",732,97,"2021-09-03","R4491","no"
"2022-04-26","4492",524,66,"2022-05-01","R4492","no"
"2021-10-05","4493",380,44,"2021-10-09","R4493","no"
"2021-09-26","4494",472,58,"2021-09-30","R4494","no"
"2022-05-12","4495",715,95,"2022-05-17","R4495","no"
"2023-02-14","4496",214,18,"2023-02-20","R4496","no"
"2021-09-16","4497",877,119,"2021-09-20","R4497","no"
"2023-02-25","4498",166,11,"2023-03-02","R4498","no"
"2022-10-08","4499",722,96,"2022-10-13","R4499","no"
"2022-12-28","4500",235,22,"2023-01-03","R4500","no"
"2022-08-09","4501",555,70,"2022-08-14","R4501","no"
"2022-10-13","4502",411,48,"2022-10-18","R4502","no"
"2021-11-12","4503",914,125,"2021-11-17","R4503","yes"
"2021-12-04","4504",248,24,"2021-12-09","R4504","no"
"2023-03-05","4505",712,94,"2023-03-11","R4505","no"
"2022-01-30","4506",838,113,"2022-02-04","R4506","no"
"2021-12-28","4507",658,86,"2022-01-01","R4507","no"
"2022-05-31","4508",641,83,"2022-06-05","R4508","no"
"2021-12-22","4509",860,117,"2021-12-27","R4509","no"
"2023-02-16","4510",681,89,"2023-02-22","R4510","no"
"2021-11-23","4511",267,26,"2021-11-27","R4511","no"
"2022-05-27","4512",453,55,"2022-06-01","R4512","no"
"2022-07-26","4513",547,69,"2022-07-31","R4513","no"
"2022-09-20","4514",221,19,"2022-09-25","R4514","no"
"2021-12-24","4515",436,52,"2021-12-29","R4515","no"
"2021-09-19","4516",746,99,"2021-09-23","R4516","no"
"2022-06-29","4517",208,17,"2022-07-04","R4517","no"
"2022-01-25","4518",392,45,"2022-01-29","R4518","no"
"2021-11-28","4519",808,109,"2021-12-02","R4519","no"
"2022-08-19","4520",590,76,"2022-08-25","R4520","no"
"2022-01-08","4521",190,15,"2022-01-12","R4521","no"
"2023-01-29","4522",274,28,"2023-02-04","R4522","no"
"2022-06-27","4523",339,37,"2022-07-02","R4523","no"
"2022-03-16","4524",415,49,"2022-03-21","R4524","no"
"2022-08-31","4525",172,12,"2022-09-05","R4525","no"
"2022-10-19","4526",535,67,"2022-10-25","R4526","no"
"2022-02-04","4527",969,133,"2022-02-09","R4527","yes"
"2023-01-01","4528",599,77,"2023-01-06","R4528","no"
"2022-07-09","4529",491,61,"2022-07-14","R4529","no"
"2021-12-17","4530",431,51,"2021-12-22","R4530","no"
"2022-02-07","4531",726,96,"2022-02-12","R4531","no"
"2022-12-21","4532",891,121,"2022-12-27","R4532","no"
"2023-01-03","4533",508,63,"2023-01-08","R4533","no"
"2021-09-07","4534",576,73,"2021-09-11","R4534","no"
"2022-04-03","4535",435,52,"2022-04-08","R4535","no"
"2023-01-11","4536",136,7,"2023-01-17","R4536","no"
"2022-10-07","4537",679,89,"2022-10-12","R4537","no"
"2022-06-20","4538",598,77,"2022-06-25","R4538","no"
"2022-12-14","4539",951,131,"2022-12-20","R4539","yes"
"2022-02-12","4540",959,132,"2022-02-16","R4540","yes"
"2023-01-18","4541",145,8,"2023-01-24","R4541","no"
"2022-05-05","4542",959,132,"2022-05-10","R4542","yes"
"2021-08-09","4543",957,131,"2021-08-13","R4543","yes"
"2022-06-29","4544",902,123,"2022-07-05","R4544","no"
"2022-05-11","4545",833,113,"2022-05-15","R4545","no"
"2022-02-10","4546",570,73,"2022-02-14","R4546","no"
"2021-10-29","4547",935,128,"2021-11-03","R4547","yes"
"2023-01-07","4548",838,113,"2023-01-13","R4548","no"
"2022-12-03","4549",364,41,"2022-12-08","R4549","no"
"2021-10-02","4550",258,25,"2021-10-06","R4550","no"
"2022-08-17","4551",358,40,"2022-08-22","R4551","no"
"2021-10-12","4552",571,73,"2021-10-16","R4552","no"
"2021-09-14","4553",941,129,"2021-09-18","R4553","yes"
"2022-03-28","4554",944,129,"2022-04-01","R4554","yes"
"2022-02-28","4555",904,123,"2022-03-05","R4555","no"
"2022-09-03","4556",951,130,"2022-09-09","R4556","yes"
"2022-10-23","4557",785,105,"2022-10-29","R4557","no"
"2021-12-27","4558",272,27,"2022-01-01","R4558","no"
"2022-06-06","4559",552,70,"2022-06-11","R4559","no"
"2021-09-20","4560",647,84,"2021-09-24","R4560","no"
"2021-11-08","4561",771,103,"2021-11-12","R4561","no"
"2022-03-09","4562",912,125,"2022-03-14","R4562","yes"
"2022-10-22","4563",467,57,"2022-10-28","R4563","no"
"2022-04-06","4564",894,122,"2022-04-11","R4564","no"
"2022-11-11","4565",641,83,"2022-11-17","R4565","no"
"2022-03-15","4566",148,8,"2022-03-20","R4566","no"
"2021-10-27","4567",266,26,"2021-10-31","R4567","no"
"2022-01-31","4568",422,50,"2022-02-05","R4568","no"
"2022-07-08","4569",536,67,"2022-07-13","R4569","no"
"2022-10-02","4570",255,25,"2022-10-08","R4570","no"
"2022-09-06","4571",197,16,"2022-09-11","R4571","no"
"2022-06-16","4572",590,76,"2022-06-21","R4572","no"
"2022-10-23","4573",921,126,"2022-10-28","R4573","yes"
"2022-10-25","4574",477,58,"2022-10-31","R4574","no"
"2022-12-19","4575",947,130,"2022-12-25","R4575","yes"
"2022-12-07","4576",699,92,"2022-12-12","R4576","no"
"2021-09-15","4577",770,103,"2021-09-19","R4577","no"
"2021-11-05","4578",477,58,"2021-11-09","R4578","no"
"2021-09-21","4579",151,9,"2021-09-25","R4579","no"
"2022-06-09","4580",423,50,"2022-06-14","R4580","no"
"2022-11-20","4581",494,61,"2022-11-26","R4581","no"
"2022-02-13","4582",708,94,"2022-02-18","R4582","no"
"2023-03-08","4583",579,74,"2023-03-14","R4583","no"
"2022-05-20","4584",717,95,"2022-05-25","R4584","no"
"2022-10-17","4585",911,124,"2022-10-22","R4585","yes"
"2023-02-03","4586",243,23,"2023-02-09","R4586","no"
"2022-11-20","4587",717,95,"2022-11-25","R4587","no"
"2021-10-30","4588",974,134,"2021-11-03","R4588","yes"
"2021-11-17","4589",255,25,"2021-11-21","R4589","no"
"2021-11-08","4590",463,56,"2021-11-12","R4590","no"
"2022-09-16","4591",753,100,"2022-09-21","R4591","no"
"2022-06-30","4592",682,90,"2022-07-05","R4592","no"
"2022-06-13","4593",871,118,"2022-06-18","R4593","no"
"2022-08-10","4594",320,34,"2022-08-15","R4594","no"
"2022-02-25","4595",693,91,"2022-03-01","R4595","no"
"2023-02-08","4596",499,62,"2023-02-14","R4596","no"
"2023-02-23","4597",747,100,"2023-03-01","R4597","no"
"2022-01-06","4598",246,23,"2022-01-11","R4598","no"
"2022-08-15","4599",355,40,"2022-08-20","R4599","no"
"2021-08-27","4600",994,137,"2021-08-31","R4600","yes"
"2021-09-14","4601",146,8,"2021-09-19","R4601","no"
"2022-04-01","4602",118,4,"2022-04-05","R4602","no"
"2021-09-07","4603",244,23,"2021-09-11","R4603","no"
"2023-02-07","4604",242,23,"2023-02-13","R4604","no"
"2022-11-18","4605",569,72,"2022-11-24","R4605","no"
"2021-08-09","4606",896,122,"2021-08-13","R4606","no"
"2022-03-23","4607",769,103,"2022-03-28","R4607","no"
"2023-03-10","4608",232,21,"2023-03-16","R4608","no"
"2023-02-27","4609",977,134,"2023-03-05","R4609","yes"
"2022-03-26","4610",603,78,"2022-03-31","R4610","no"
"2022-10-06","4611",455,55,"2022-10-11","R4611","no"
"2022-10-07","4612",850,115,"2022-10-12","R4612","no"
"2022-04-30","4613",348,39,"2022-05-05","R4613","no"
"2022-09-06","4614",409,48,"2022-09-11","R4614","no"
"2023-02-16","4615",925,127,"2023-02-22","R4615","yes"
"2022-02-22","4616",518,65,"2022-02-27","R4616","no"
"2022-05-07","4617",689,91,"2022-05-12","R4617","no"
"2021-08-20","4618",617,80,"2021-08-24","R4618","no"
"2022-07-03","4619",418,49,"2022-07-08","R4619","no"
"2021-08-08","4620",442,53,"2021-08-12","R4620","no"
"2022-12-30","4621",250,24,"2023-01-04","R4621","no"
"2021-10-13","4622",531,67,"2021-10-17","R4622","no"
"2022-08-11","4623",307,33,"2022-08-17","R4623","no"
"2023-02-22","4624",292,30,"2023-02-28","R4624","no"
"2021-08-11","4625",852,115,"2021-08-15","R4625","no"
"2023-03-08","4626",912,125,"2023-03-14","R4626","yes"
"2021-09-17","4627",203,17,"2021-09-21","R4627","no"
"2022-11-11","4628",556,70,"2022-11-16","R4628","no"
"2021-10-27","4629",765,102,"2021-10-31","R4629","no"
"2022-10-03","4630",620,80,"2022-10-09","R4630","no"
"2022-08-16","4631",431,51,"2022-08-22","R4631","no"
"2022-05-08","4632",656,86,"2022-05-12","R4632","no"
"2021-08-04","4633",843,114,"2021-08-08","R4633","no"
"2021-08-20","4634",713,94,"2021-08-24","R4634","no"
"2021-08-18","4635",295,31,"2021-08-22","R4635","no"
"2022-12-08","4636",362,41,"2022-12-14","R4636","no"
"2021-11-30","4637",567,72,"2021-12-04","R4637","no"
"2021-08-17","4638",592,76,"2021-08-21","R4638","no"
"2022-12-10","4639",844,114,"2022-12-16","R4639","no"
"2021-10-26","4640",377,43,"2021-10-30","R4640","no"
"2022-09-28","4641",307,32,"2022-10-04","R4641","no"
"2022-03-23","4642",650,85,"2022-03-28","R4642","no"
"2021-11-15","4643",900,123,"2021-11-20","R4643","no"
"2021-12-10","4644",232,21,"2021-12-15","R4644","no"
"2022-07-01","4645",764,102,"2022-07-06","R4645","no"
"2023-02-02","4646",827,112,"2023-02-08","R4646","no"
"2022-05-08","4647",400,47,"2022-05-13","R4647","no"
"2023-03-01","4648",754,101,"2023-03-07","R4648","no"
"2021-08-29","4649",147,8,"2021-09-02","R4649","no"
"2021-09-08","4650",921,126,"2021-09-12","R4650","yes"
"2023-02-02","4651",268,27,"2023-02-08","R4651","no"
"2022-03-01","4652",884,120,"2022-03-06","R4652","no"
"2022-07-20","4653",762,102,"2022-07-25","R4653","no"
"2022-02-23","4654",590,76,"2022-02-28","R4654","no"
"2021-11-25","4655",332,36,"2021-11-30","R4655","no"
"2022-03-18","4656",382,44,"2022-03-23","R4656","no"
"2022-04-09","4657",892,122,"2022-04-13","R4657","no"
"2022-11-03","4658",882,120,"2022-11-08","R4658","no"
"2022-09-26","4659",362,41,"2022-10-02","R4659","no"
"2022-06-24","4660",761,102,"2022-06-29","R4660","no"
"2021-09-29","4661",923,126,"2021-10-04","R4661","yes"
"2022-03-23","4662",392,46,"2022-03-27","R4662","no"
"2021-10-18","4663",505,63,"2021-10-22","R4663","no"
"2022-10-10","4664",580,74,"2022-10-15","R4664","no"
"2022-08-21","4665",209,18,"2022-08-27","R4665","no"
"2022-02-05","4666",179,13,"2022-02-10","R4666","no"
"2022-10-13","4667",587,75,"2022-10-19","R4667","no"
"2022-03-21","4668",803,108,"2022-03-26","R4668","no"
"2023-01-13","4669",397,46,"2023-01-19","R4669","no"
"2021-10-09","4670",405,47,"2021-10-13","R4670","no"
"2023-02-24","4671",231,21,"2023-03-02","R4671","no"
"2022-03-04","4672",163,11,"2022-03-08","R4672","no"
"2022-08-27","4673",577,74,"2022-09-01","R4673","no"
"2022-02-27","4674",859,117,"2022-03-04","R4674","no"
"2022-02-25","4675",953,131,"2022-03-02","R4675","yes"
"2022-11-11","4676",818,110,"2022-11-17","R4676","no"
"2023-02-06","4677",332,36,"2023-02-12","R4677","no"
"2023-02-07","4678",787,106,"2023-02-13","R4678","no"
"2021-11-26","4679",877,119,"2021-12-01","R4679","no"
"2021-10-18","4680",765,102,"2021-10-23","R4680","no"
"2022-03-31","4681",530,67,"2022-04-05","R4681","no"
"2022-03-20","4682",234,21,"2022-03-25","R4682","no"
"2021-10-12","4683",333,36,"2021-10-16","R4683","no"
"2021-08-06","4684",671,88,"2021-08-10","R4684","no"
"2022-05-06","4685",419,49,"2022-05-11","R4685","no"
"2021-09-17","4686",103,1,"2021-09-21","R4686","no"
"2021-10-03","4687",501,62,"2021-10-07","R4687","no"
"2022-09-16","4688",954,131,"2022-09-22","R4688","yes"
"2022-07-11","4689",738,98,"2022-07-16","R4689","no"
"2021-11-11","4690",480,59,"2021-11-15","R4690","no"
"2022-10-20","4691",852,115,"2022-10-26","R4691","no"
"2022-08-26","4692",840,114,"2022-08-31","R4692","no"
"2022-08-27","4693",320,34,"2022-09-02","R4693","no"
"2021-12-23","4694",835,113,"2021-12-27","R4694","no"
"2021-11-09","4695",695,92,"2021-11-14","R4695","no"
"2022-10-28","4696",800,108,"2022-11-03","R4696","no"
"2022-07-15","4697",580,74,"2022-07-20","R4697","no"
"2022-08-02","4698",895,122,"2022-08-08","R4698","no"
"2022-02-09","4699",896,122,"2022-02-14","R4699","no"
"2022-09-27","4700",707,93,"2022-10-03","R4700","no"
"2021-10-01","4701",672,88,"2021-10-05","R4701","no"
"2023-03-18","4702",620,80,"2023-03-24","R4702","no"
"2021-10-15","4703",114,3,"2021-10-19","R4703","no"
"2021-10-22","4704",965,133,"2021-10-26","R4704","yes"
"2022-10-06","4705",730,97,"2022-10-11","R4705","no"
"2022-05-18","4706",147,8,"2022-05-23","R4706","no"
"2023-02-05","4707",854,116,"2023-02-11","R4707","no"
"2022-02-24","4708",388,45,"2022-03-01","R4708","no"
"2022-03-20","4709",379,44,"2022-03-24","R4709","no"
"2021-08-04","4710",257,25,"2021-08-08","R4710","no"
"2022-12-18","4711",730,97,"2022-12-24","R4711","no"
"2023-01-02","4712",450,54,"2023-01-08","R4712","no"
"2022-06-17","4713",469,57,"2022-06-23","R4713","no"
"2022-07-31","4714",996,137,"2022-08-05","R4714","yes"
"2022-06-15","4715",906,124,"2022-06-20","R4715","no"
"2022-01-26","4716",422,50,"2022-01-30","R4716","no"
"2022-07-07","4717",632,82,"2022-07-12","R4717","no"
"2022-10-01","4718",376,43,"2022-10-07","R4718","no"
"2021-11-01","4719",834,113,"2021-11-05","R4719","no"
"2021-12-02","4720",910,124,"2021-12-06","R4720","yes"
"2022-09-01","4721",273,27,"2022-09-06","R4721","no"
"2021-08-26","4722",254,24,"2021-08-30","R4722","no"
"2022-08-07","4723",143,8,"2022-08-12","R4723","no"
"2022-01-17","4724",157,10,"2022-01-21","R4724","no"
"2022-10-04","4725",215,19,"2022-10-09","R4725","no"
"2021-08-11","4726",263,26,"2021-08-15","R4726","no"
"2023-03-03","4727",373,43,"2023-03-09","R4727","no"
"2021-12-02","4728",514,64,"2021-12-06","R4728","no"
"2022-08-22","4729",666,87,"2022-08-27","R4729","no"
"2021-08-31","4730",127,5,"2021-09-04","R4730","no"
"2022-11-23","4731",166,11,"2022-11-29","R4731","no"
"2022-11-29","4732",423,50,"2022-12-05","R4732","no"
"2022-04-24","4733",193,15,"2022-04-29","R4733","no"
"2022-03-29","4734",866,118,"2022-04-03","R4734","no"
"2022-01-21","4735",306,32,"2022-01-25","R4735","no"
"2022-05-28","4736",120,4,"2022-06-02","R4736","no"
"2022-10-19","4737",215,19,"2022-10-24","R4737","no"
"2022-08-01","4738",761,102,"2022-08-06","R4738","no"
"2022-05-19","4739",402,47,"2022-05-24","R4739","no"
"2022-05-22","4740",973,134,"2022-05-27","R4740","yes"
"2022-03-25","4741",283,29,"2022-03-30","R4741","no"
"2021-12-25","4742",752,100,"2021-12-29","R4742","no"
"2021-08-02","4743",402,47,"2021-08-06","R4743","no"
"2022-11-19","4744",694,91,"2022-11-25","R4744","no"
"2022-10-15","4745",318,34,"2022-10-20","R4745","no"
"2022-08-18","4746",669,88,"2022-08-24","R4746","no"
"2022-05-05","4747",444,53,"2022-05-10","R4747","no"
"2021-10-17","4748",525,66,"2021-10-21","R4748","no"
"2022-12-06","4749",963,132,"2022-12-12","R4749","yes"
"2021-10-19","4750",971,134,"2021-10-23","R4750","yes"
"2022-02-02","4751",120,4,"2022-02-07","R4751","no"
"2021-09-19","4752",782,105,"2021-09-23","R4752","no"
"2022-09-18","4753",314,34,"2022-09-23","R4753","no"
"2022-07-16","4754",417,49,"2022-07-21","R4754","no"
"2023-02-28","4755",691,91,"2023-03-06","R4755","no"
"2022-02-24","4756",244,23,"2022-03-01","R4756","no"
"2022-03-11","4757",360,41,"2022-03-15","R4757","no"
"2022-10-08","4758",854,116,"2022-10-14","R4758","no"
"2022-03-26","4759",246,23,"2022-03-30","R4759","no"
"2021-11-11","4760",425,50,"2021-11-15","R4760","no"
"2021-09-26","4761",908,124,"2021-09-30","R4761","no"
"2022-11-22","4762",704,93,"2022-11-28","R4762","no"
"2022-09-23","4763",859,116,"2022-09-29","R4763","no"
"2022-08-05","4764",942,129,"2022-08-10","R4764","yes"
"2021-09-13","4765",427,51,"2021-09-17","R4765","no"
"2022-10-16","4766",249,24,"2022-10-22","R4766","no"
"2022-02-26","4767",481,59,"2022-03-03","R4767","no"
"2022-12-30","4768",968,133,"2023-01-05","R4768","yes"
"2021-10-12","4769",796,107,"2021-10-17","R4769","no"
"2022-01-12","4770",557,71,"2022-01-17","R4770","no"
"2022-08-24","4771",665,87,"2022-08-29","R4771","no"
"2022-03-30","4772",696,92,"2022-04-04","R4772","no"
"2021-09-21","4773",204,17,"2021-09-26","R4773","no"
"2021-09-25","4774",575,73,"2021-09-29","R4774","no"
"2022-12-19","4775",987,136,"2022-12-25","R4775","yes"
"2022-04-03","4776",408,48,"2022-04-07","R4776","no"
"2022-10-11","4777",423,50,"2022-10-16","R4777","no"
"2022-05-05","4778",724,96,"2022-05-09","R4778","no"
"2022-06-14","4779",932,128,"2022-06-19","R4779","yes"
"2023-03-20","4780",691,91,"2023-03-26","R4780","no"
"2021-08-23","4781",113,3,"2021-08-27","R4781","no"
"2022-07-16","4782",847,115,"2022-07-22","R4782","no"
"2022-12-03","4783",857,116,"2022-12-09","R4783","no"
"2022-03-06","4784",285,29,"2022-03-11","R4784","no"
"2021-09-20","4785",930,127,"2021-09-24","R4785","yes"
"2021-08-08","4786",444,53,"2021-08-12","R4786","no"
"2022-03-05","4787",859,116,"2022-03-09","R4787","no"
"2023-01-14","4788",359,40,"2023-01-19","R4788","no"
"2023-01-09","4789",942,129,"2023-01-14","R4789","yes"
"2022-12-16","4790",396,46,"2022-12-22","R4790","no"
"2022-09-14","4791",152,9,"2022-09-20","R4791","no"
"2022-12-27","4792",799,107,"2023-01-02","R4792","no"
"2022-02-12","4793",953,131,"2022-02-17","R4793","yes"
"2022-06-18","4794",316,34,"2022-06-23","R4794","no"
"2021-10-02","4795",933,128,"2021-10-06","R4795","yes"
"2023-01-18","4796",865,117,"2023-01-24","R4796","no"
"2022-11-28","4797",316,34,"2022-12-04","R4797","no"
"2022-04-08","4798",397,46,"2022-04-13","R4798","no"
"2022-07-06","4799",729,97,"2022-07-11","R4799","no"
"2022-04-20","4800",619,80,"2022-04-25","R4800","no"
"2023-03-11","4801",483,59,"2023-03-17","R4801","no"
"2022-04-06","4802",804,108,"2022-04-11","R4802","no"
"2022-09-19","4803",512,64,"2022-09-24","R4803","no"
"2023-02-20","4804",246,23,"2023-02-26","R4804","no"
"2022-05-27","4805",449,54,"2022-06-01","R4805","no"
"2023-03-12","4806",169,12,"2023-03-18","R4806","no"
"2022-03-11","4807",348,39,"2022-03-16","R4807","no"
"2022-10-16","4808",108,2,"2022-10-21","R4808","no"
"2022-02-08","4809",507,63,"2022-02-12","R4809","no"
"2022-04-17","4810",552,70,"2022-04-22","R4810","no"
"2021-09-01","4811",880,120,"2021-09-05","R4811","no"
"2022-10-20","4812",630,82,"2022-10-25","R4812","no"
"2022-10-28","4813",741,99,"2022-11-02","R4813","no"
"2023-02-23","4814",624,81,"2023-03-01","R4814","no"
"2023-01-24","4815",923,126,"2023-01-29","R4815","yes"
"2021-09-10","4816",597,77,"2021-09-14","R4816","no"
"2022-09-14","4817",888,121,"2022-09-19","R4817","no"
"2022-01-31","4818",687,90,"2022-02-05","R4818","no"
"2023-01-27","4819",562,71,"2023-02-02","R4819","no"
"2022-02-26","4820",471,58,"2022-03-03","R4820","no"
"2021-08-24","4821",258,25,"2021-08-28","R4821","no"
"2022-06-01","4822",462,56,"2022-06-06","R4822","no"
"2023-03-15","4823",686,90,"2023-03-21","R4823","no"
"2023-01-08","4824",651,85,"2023-01-14","R4824","no"
"2021-08-11","4825",955,131,"2021-08-15","R4825","yes"
"2022-07-02","4826",841,114,"2022-07-07","R4826","no"
"2022-02-20","4827",450,54,"2022-02-25","R4827","no"
"2021-12-23","4828",786,105,"2021-12-27","R4828","no"
"2022-06-02","4829",299,31,"2022-06-07","R4829","no"
"2021-12-30","4830",644,84,"2022-01-04","R4830","no"
"2021-08-13","4831",541,68,"2021-08-17","R4831","no"
"2023-02-19","4832",444,53,"2023-02-25","R4832","no"
"2022-11-02","4833",293,30,"2022-11-07","R4833","no"
"2022-04-05","4834",722,96,"2022-04-10","R4834","no"
"2021-08-19","4835",574,73,"2021-08-23","R4835","no"
"2021-11-10","4836",572,73,"2021-11-14","R4836","no"
"2023-01-09","4837",156,10,"2023-01-15","R4837","no"
"2022-12-20","4838",506,63,"2022-12-25","R4838","no"
"2022-12-05","4839",249,24,"2022-12-11","R4839","no"
"2021-11-17","4840",312,33,"2021-11-21","R4840","no"
"2021-08-21","4841",185,14,"2021-08-25","R4841","no"
"2023-02-02","4842",602,77,"2023-02-08","R4842","no"
"2022-03-11","4843",233,21,"2022-03-16","R4843","no"
"2022-08-22","4844",950,130,"2022-08-27","R4844","yes"
"2022-09-22","4845",110,3,"2022-09-27","R4845","no"
"2022-05-31","4846",574,73,"2022-06-05","R4846","no"
"2023-02-15","4847",771,103,"2023-02-21","R4847","no"
"2022-07-20","4848",561,71,"2022-07-25","R4848","no"
"2022-12-29","4849",925,127,"2023-01-04","R4849","yes"
"2022-11-09","4850",617,80,"2022-11-15","R4850","no"
